code,parent_code,parent_soato_id,soato_id,name_uz,name_uz_cyril,name_ru,name_kaa,deleted,sort_order
AN-202001,AN-202,1703202,1703202001,Dalvarzin,Далварзин,Далварзин,Dalvarzin,false,10
AN-202002,AN-202,1703202,1703202002,Jalabek,Жалабек,Жалабек,Jalabek,false,20
AN-202003,AN-202,1703202,1703202003,Qo‘shtepa,Қўштепа,Қўштепа,Qóshtepa,false,30
AN-202004,AN-202,1703202,,Mexnat,Мехнат,Мехнат,Mexnat,false,40
AN-202005,AN-202,1703202,1703202005,Uyg‘ur,Уйғур,Уйғур,Uyǵur,false,50
AN-202006,AN-202,1703202,1703202006,Yangichek,Янгичек,Янгичек,Yangichek,false,60
AN-202007,AN-202,1703202,1703202007,Ayshaxonum,Айшахонум,Айшахонум,Ayshaxonum,false,70
AN-202008,AN-202,1703202,,Kumakay,Кумакай,Кумакай,Kumakay,false,80
AN-202009,AN-202,1703202,1703202009,Sadda,Садда,Садда,Sadda,false,90
AN-202010,AN-202,1703202,1703202010,Uyshin,Уйшин,Уйшин,Uyshin,false,100
AN-202011,AN-202,1703202,,Chek,Чек,Чек,Chek,false,110
AN-202012,AN-202,1703202,1703202011,Cho‘ntak,Чўнтак,Чўнтак,Chóntak,false,120
AN-202013,AN-202,1703202,1703202013,Ayronchi,Айрончи,Айрончи,Ayronchi,false,130
AN-202014,AN-202,1703202,1703202014,Gulbog‘,Гулбоғ,Гулбоғ,Gulboǵ,false,140
AN-202015,AN-202,1703202,1703202015,Mirobod,Миробод,Миробод,Mirobod,false,150
AN-202016,AN-202,1703202,1703202016,Ors,Орс,Орс,Ors,false,160
AN-202017,AN-202,1703202,1703202017,Suvyulduz,Сувюлдуз,Сувюлдуз,Suvyulduz,false,170
AN-202018,AN-202,1703202,1703202018,Chaqqon-1,Чаққон-1,Чаққон-1,Chaqqon-1,false,180
AN-202019,AN-202,1703202,1703202019,Chaqqon-2,Чаққон-2,Чаққон-2,Chaqqon-2,false,190
AN-202020,AN-202,1703202,1703202020,Qashqar,Қашқар,Қашқар,Qashqar,false,200
AN-202021,AN-202,1703202,1703202046,Ijtimoyat,Ижтимоят,Ижтимоят,Ijtimoyat,false,210
AN-202022,AN-202,1703202,1703202047,Ittifoq,Иттифоқ,Иттифоқ,Ittifoq,false,220
AN-202023,AN-202,1703202,,Madaniy mexnat-1,Маданий мехнат-1,Маданий мехнат-1,Madaniy mexnat-1,false,230
AN-202024,AN-202,1703202,,Madaniy mexnat-2,Маданий мехнат-2,Маданий мехнат-2,Madaniy mexnat-2,false,240
AN-202025,AN-202,1703202,1703202050,Maqsad,Мақсад,Мақсад,Maqsad,false,250
AN-202026,AN-202,1703202,1703202051,Xasan-xusan nomli,Хасан-хусан номли,Хасан-хусан номли,Xasan-xusan nomli,false,260
AN-202027,AN-202,1703202,,Xuja,Хужа,Хужа,Xuja,false,270
AN-202028,AN-202,1703202,1703202053,Erkin,Еркин,Еркин,Erkin,false,280
AN-202029,AN-202,1703202,1703202030,Bo‘ston,Бўстон,Бўстон,Bóston,false,290
AN-202030,AN-202,1703202,1703202031,Saroy-1,Сарой-1,Сарой-1,Saroy-1,false,300
AN-202031,AN-202,1703202,1703202032,Saroy-2,Сарой-2,Сарой-2,Saroy-2,false,310
AN-202032,AN-202,1703202,1703202033,Ittifoq,Иттифоқ,Иттифоқ,Ittifoq,false,320
AN-202033,AN-202,1703202,1703202034,Oqtepa,Оқтепа,Оқтепа,Oqtepa,false,330
AN-202034,AN-202,1703202,1703202035,Katta oqtepa,Катта оқтепа,Катта оқтепа,Katta oqtepa,false,340
AN-202035,AN-202,1703202,,Qoraqolpoq,Қорақолпоқ,Қорақолпоқ,Qoraqolpoq,false,350
AN-202036,AN-202,1703202,1703202029,Mamayusufchek,Мамаюсуфчек,Мамаюсуфчек,Mamayusufchek,false,360
AN-202037,AN-202,1703202,1703202037,Markaz,Марказ,Марказ,Markaz,false,370
AN-202038,AN-202,1703202,1703202038,Namuna,Намуна,Намуна,Namuna,false,380
AN-202039,AN-202,1703202,,Oftabachek,Офтабачек,Офтабачек,Oftabachek,false,390
AN-202040,AN-202,1703202,1703202054,Qayirma,Қайирма,Қайирма,Qayirma,false,400
AN-202041,AN-202,1703202,1703202040,Madiyorchek,Мадиёрчек,Мадиёрчек,Madiyorchek,false,410
AN-202042,AN-202,1703202,1703202055,Temirxo‘ja nomli,Темирхўжа номли,Темирхўжа номли,Temirxója nomli,false,420
AN-202043,AN-202,1703202,1703202056,Xondibog‘i,Хондибоғи,Хондибоғи,Xondiboǵi,false,430
AN-202044,AN-202,1703202,1703202041,Ganjirovon,Ганжировон,Ганжировон,Ganjirovon,false,440
AN-202045,AN-202,1703202,1703202042,O‘rtaariq,Ўртаариқ,Ўртаариқ,Órtaariq,false,450
AN-202046,AN-202,1703202,1703202043,Qipchoq,Қипчоқ,Қипчоқ,Qipchoq,false,460
AN-202047,AN-202,1703202,1703202044,Ko‘tarmachek,Кўтармачек,Кўтармачек,Kótarmachek,false,470
AN-202048,AN-202,1703202,1703202045,Uzunko‘cha,Узункўча,Узункўча,Uzunkócha,false,480
AN-202049,AN-202,1703202,1703202021,Andijon,Андижон,Андижон,Andijon,false,490
AN-202050,AN-202,1703202,1703202022,Qo‘shko‘prik,Қўшкўприк,Қўшкўприк,Qóshkóprik,false,500
AN-202051,AN-202,1703202,1703202023,Saroy,Сарой,Сарой,Saroy,false,510
AN-202052,AN-202,1703202,1703202024,Safarobod,Сафаробод,Сафаробод,Safarobod,false,520
AN-202053,AN-202,1703202,1703202025,Toptiq,Топтиқ,Топтиқ,Toptiq,false,530
AN-202054,AN-202,1703202,1703202026,O‘rta,Ўрта,Ўрта,Órta,false,540
AN-202055,AN-202,1703202,1703202027,Sharq yulduzi,Шарқ юлдузи,Шарқ юлдузи,Sharq yulduzi,false,550
AN-202056,AN-202,1703202,1703202028,Oqtumor,Оқтумор,Оқтумор,Oqtumor,false,560
AN-17090022,AN-202,1703202,1703202049,Madaniy mehnat-2,Маданий мeҳнат-2,Мадани мeхнат-2,Madaniy mehnat-2,false,570
AN-17090016,AN-202,1703202,1703202036,Qoraqalpoq,Қорақалпоқ,Коракалпок,Qoraqalpoq,false,580
AN-17090027,AN-202,1703202,1703202004,Mehnat,Мeҳнат,Мeхнат,Mehnat,false,590
AN-17090017,AN-202,1703202,1703202008,Ko‘makay,Кўмакай,Комакай,Kómakay,false,600
AN-17090054,AN-202,1703202,1703202057,Shayxislom,Шайхислом,Шайхислом,Shayxislom,false,610
AN-17090033,AN-202,1703202,1703202039,Oftobachek,Офтобачeк,Офтобачeк,Oftobachek,false,620
AN-17090059,AN-202,1703202,1703202059,Intizom,Интизом,Интизом,Intizom,false,630
AN-17090058,AN-202,1703202,1703202058,Mustaqillik,Мустақиллик,Мустакиллик,Mustaqillik,false,640
AN-17090052,AN-202,1703202,1703202012,Guliston,Гулистон,Гулистон,Guliston,false,650
AN-17090049,AN-202,1703202,1703202052,Xo‘ja,Хўжа,Хожа,Xója,false,660
AN-17090021,AN-202,1703202,1703202048,Madaniy mehnat-1,Маданий мeҳнат-1,Мадани мeхнат-1,Madaniy mehnat-1,false,670
AN-203001,AN-203,1703203,1703203043,Oyjamol,Ойжамол,Ойжамол,Oyjamol,false,10
AN-203002,AN-203,1703203,1703203046,Daryo bo‘yi,Дарё бўйи,Дарё бўйи,Daryo bóyi,false,20
AN-203003,AN-203,1703203,1703203044,Baxt,Бахт,Бахт,Baxt,false,30
AN-203004,AN-203,1703203,1703203045,Sanoat,Саноат,Саноат,Sanoat,false,40
AN-203005,AN-203,1703203,1703203001,Poloson,Полосон,Полосон,Poloson,false,50
AN-203006,AN-203,1703203,1703203002,Yuksalish,Юксалиш,Юксалиш,Yuksalish,false,60
AN-203007,AN-203,1703203,1703203003,Tolmozor,Толмозор,Толмозор,Tolmozor,false,70
AN-203008,AN-203,1703203,1703203004,Naymanobod,Найманобод,Найманобод,Naymanobod,false,80
AN-203009,AN-203,1703203,1703203005,Qo‘shariq,Қўшариқ,Қўшариқ,Qóshariq,false,90
AN-203010,AN-203,1703203,1703203006,No‘xatak,Нўхатак,Нўхатак,Nóxatak,false,100
AN-203011,AN-203,1703203,,Istqilol,Истқилол,Истқилол,Istqilol,false,110
AN-203012,AN-203,1703203,1703203008,Xo‘ja,Хўжа,Хўжа,Xója,false,120
AN-203013,AN-203,1703203,1703203009,Mirobod,Миробод,Миробод,Mirobod,false,130
AN-203014,AN-203,1703203,1703203050,Yangiobod,Янгиобод,Янгиобод,Yangiobod,false,140
AN-203015,AN-203,1703203,1703203051,Gulobod,Гулобод,Гулобод,Gulobod,false,150
AN-203016,AN-203,1703203,1703203010,Qo‘qonlik,Қўқонлик,Қўқонлик,Qóqonlik,false,160
AN-203017,AN-203,1703203,1703203052,Bobog‘ozi,Бобоғози,Бобоғози,Boboǵozi,false,170
AN-203018,AN-203,1703203,1703203053,Aylanpa,Айланпа,Айланпа,Aylanpa,false,180
AN-203019,AN-203,1703203,,Do‘ldir,Дўлдир,Дўлдир,Dóldir,false,190
AN-203020,AN-203,1703203,1703203054,Cho‘ngbog‘ich,Чўнгбоғич,Чўнгбоғич,Chóngboǵich,false,200
AN-203021,AN-203,1703203,1703203055,Chavkan daryo,Чавкан дарё,Чавкан дарё,Chavkan daryo,false,210
AN-203022,AN-203,1703203,,Begobod,Бегобод,Бегобод,Begobod,false,220
AN-203023,AN-203,1703203,,Qoroqolpoq,Қороқолпоқ,Қороқолпоқ,Qoroqolpoq,false,230
AN-203024,AN-203,1703203,,Ayrilish,Айрилиш,Айрилиш,Ayrilish,false,240
AN-203025,AN-203,1703203,,Damariq,Дамариқ,Дамариқ,Damariq,false,250
AN-203026,AN-203,1703203,1703203019,Beshbo‘ynoq,Бешбўйноқ,Бешбўйноқ,Beshbóynoq,false,260
AN-203027,AN-203,1703203,1703203020,Ekin-tikin,Екин-тикин,Екин-тикин,Ekin-tikin,false,270
AN-203028,AN-203,1703203,1703203022,Chorbog‘,Чорбоғ,Чорбоғ,Chorboǵ,false,280
AN-203029,AN-203,1703203,1703203021,Sultonobod,Султонобод,Султонобод,Sultonobod,false,290
AN-203030,AN-203,1703203,1703203012,Mart,Март,Март,Mart,false,300
AN-203031,AN-203,1703203,1703203013,Navro‘z,Наврўз,Наврўз,Navróz,false,310
AN-203032,AN-203,1703203,1703203014,Oqrovvot,Оқроввот,Оқроввот,Oqrovvot,false,320
AN-203033,AN-203,1703203,1703203015,Mustaqillik,Мустақиллик,Мустақиллик,Mustaqillik,false,330
AN-203034,AN-203,1703203,1703203016,Beshpaxlavon,Бешпахлавон,Бешпахлавон,Beshpaxlavon,false,340
AN-203035,AN-203,1703203,,Maorif,Маориф,Маориф,Maorif,false,350
AN-203036,AN-203,1703203,1703203059,Namuna,Намуна,Намуна,Namuna,false,360
AN-203037,AN-203,1703203,,Dexqon,Дехқон,Дехқон,Dexqon,false,370
AN-203038,AN-203,1703203,1703203048,Orol,Орол,Орол,Orol,false,380
AN-203039,AN-203,1703203,1703203047,Roxat,Рохат,Рохат,Roxat,false,390
AN-203040,AN-203,1703203,1703203049,Saydilobod,Сайдилобод,Сайдилобод,Saydilobod,false,400
AN-203041,AN-203,1703203,1703203024,Qurama,Қурама,Қурама,Qurama,false,410
AN-203042,AN-203,1703203,1703203025,Zangibobo,Зангибобо,Зангибобо,Zangibobo,false,420
AN-203043,AN-203,1703203,1703203026,Yangi yo‘l,Янги йўл,Янги йўл,Yangi yól,false,430
AN-203044,AN-203,1703203,1703203027,Intilish,Интилиш,Интилиш,Intilish,false,440
AN-203045,AN-203,1703203,1703203028,Og‘ullik,Оғуллик,Оғуллик,Oǵullik,false,450
AN-203046,AN-203,1703203,1703203029,Qum ko‘cha,Қум кўча,Қум кўча,Qum kócha,false,460
AN-203047,AN-203,1703203,1703203030,Gumbaz,Гумбаз,Гумбаз,Gumbaz,false,470
AN-203048,AN-203,1703203,1703203031,Chem,Чем,Чем,Chem,false,480
AN-203049,AN-203,1703203,1703203032,Qoratut,Қоратут,Қоратут,Qoratut,false,490
AN-203050,AN-203,1703203,1703203033,Darxon,Дархон,Дархон,Darxon,false,500
AN-203051,AN-203,1703203,,Pistamozor,Пистамозор,Пистамозор,Pistamozor,false,510
AN-203052,AN-203,1703203,1703203035,Nurafshon,Нурафшон,Нурафшон,Nurafshon,false,520
AN-203053,AN-203,1703203,1703203036,Do‘stlik,Дўстлик,Дўстлик,Dóstlik,false,530
AN-203054,AN-203,1703203,1703203037,Toshloq,Тошлоқ,Тошлоқ,Toshloq,false,540
AN-203055,AN-203,1703203,1703203038,Terak tagi,Терак таги,Терак таги,Terak tagi,false,550
AN-203056,AN-203,1703203,1703203039,Qo‘shchinor,Қўшчинор,Қўшчинор,Qóshchinor,false,560
AN-203057,AN-203,1703203,,Janatmakon,Жанатмакон,Жанатмакон,Janatmakon,false,570
AN-203058,AN-203,1703203,1703203041,Mingo‘rik,Мингўрик,Мингўрик,Mingórik,false,580
AN-203059,AN-203,1703203,1703203042,Rovvot,Роввот,Роввот,Rovvot,false,590
AN-203060,AN-203,1703203,1703203070,O‘rikzor,Ўрикзор,Ўрикзор,Órikzor,false,600
AN-203061,AN-203,1703203,1703203071,Islomobod,Исломобод,Исломобод,Islomobod,false,610
AN-203062,AN-203,1703203,1703203072,Yangi to‘lqin,Янги тўлқин,Янги тўлқин,Yangi tólqin,false,620
AN-203063,AN-203,1703203,1703203073,Jevachi,Жевачи,Жевачи,Jevachi,false,630
AN-203064,AN-203,1703203,1703203074,Guzar,Гузар,Гузар,Guzar,false,640
AN-203065,AN-203,1703203,1703203075,Buyuk turon,Буюк турон,Буюк турон,Buyuk turon,false,650
AN-203066,AN-203,1703203,1703203076,Zavroq,Завроқ,Завроқ,Zavroq,false,660
AN-203067,AN-203,1703203,,Tadbirkor,Тадбиркор,Тадбиркор,Tadbirkor,false,670
AN-203068,AN-203,1703203,,Joxonobod,Жохонобод,Жохонобод,Joxonobod,false,680
AN-203069,AN-203,1703203,1703203061,Kengash,Кенгаш,Кенгаш,Kengash,false,690
AN-203070,AN-203,1703203,1703203062,Saddatagi,Саддатаги,Саддатаги,Saddatagi,false,700
AN-203071,AN-203,1703203,1703203063,Guliston,Гулистон,Гулистон,Guliston,false,710
AN-203072,AN-203,1703203,1703203064,Haqiqat,Ҳақиқат,Ҳақиқат,Haqiqat,false,720
AN-203073,AN-203,1703203,1703203065,Otchopar,Отчопар,Отчопар,Otchopar,false,730
AN-203074,AN-203,1703203,1703203066,Do‘ng qishloq,Дўнг қишлоқ,Дўнг қишлоқ,Dóng qishloq,false,740
AN-203075,AN-203,1703203,1703203067,Kattaguzar,Каттагузар,Каттагузар,Kattaguzar,false,750
AN-203076,AN-203,1703203,1703203068,Sharq yulduzi,Шарқ юлдузи,Шарқ юлдузи,Sharq yulduzi,false,760
AN-203077,AN-203,1703203,1703203069,Chilon,Чилон,Чилон,Chilon,false,770
AN-17010003,AN-203,1703203,1703203034,Bahor,Баҳор,Бахор,Bahor,false,780
AN-17010028,AN-203,1703203,1703203007,Istiqlol,Истиқлол,Истиклол,Istiqlol,false,790
AN-17010079,AN-203,1703203,1703203079,O‘rikzor-2,Ўрикзор-2,Урикзор-2,Órikzor-2,false,800
AN-17010017,AN-203,1703203,1703203060,Dehqon,Дeҳқон,Дeхкон,Dehqon,false,810
AN-17010002,AN-203,1703203,1703203017,Ittifoq,Иттифоқ,Иттифок,Ittifoq,false,820
AN-17010078,AN-203,1703203,1703203023,Obi-xayot,Оби-хаёт,Оби-хаёт,Obi-xayot,false,830
AN-17010021,AN-203,1703203,1703203040,Jannatmonand,Жаннатмонанд,Жаннатмонанд,Jannatmonand,false,840
AN-17010018,AN-203,1703203,1703203011,Duldur,Дулдур,Дулдур,Duldur,false,850
AN-17010022,AN-203,1703203,1703203078,Jaxonobod,Жахонобод,Жахонобод,Jaxonobod,false,860
AN-17010031,AN-203,1703203,1703203057,Qoraqalpoq,Қорақалпоқ,Коракалпок,Qoraqalpoq,false,870
AN-17010005,AN-203,1703203,1703203056,Bekobod,Бекобод,Бекобод,Bekobod,false,880
AN-312579214,AN-203,1703203,,Yangi andijon,Янги андижон,Янги андижон,Yangi andijon,false,890
AN-206001,AN-206,1703206,1703206001,Adolat,Адолат,Адолат,Adolat,false,10
AN-206002,AN-206,1703206,1703206002,A‘lam,Аълам,Аълам,A‘lam,false,20
AN-206003,AN-206,1703206,1703206003,Guzar,Гузар,Гузар,Guzar,false,30
AN-206004,AN-206,1703206,1703206004,Gulshan,Гулшан,Гулшан,Gulshan,false,40
AN-206005,AN-206,1703206,1703206005,Daryo bo‘yi,Дарё бўйи,Дарё бўйи,Daryo bóyi,false,50
AN-206006,AN-206,1703206,1703206006,Dog‘iston,Доғистон,Доғистон,Doǵiston,false,60
AN-206007,AN-206,1703206,1703206007,Ilg‘or,Илғор,Илғор,Ilǵor,false,70
AN-206008,AN-206,1703206,1703206008,Qahramon,Қаҳрамон,Қаҳрамон,Qahramon,false,80
AN-206009,AN-206,1703206,1703206009,Qo‘rg‘oncha,Қўрғонча,Қўрғонча,Qórǵoncha,false,90
AN-206010,AN-206,1703206,1703206010,Mallachek,Маллачек,Маллачек,Mallachek,false,100
AN-206011,AN-206,1703206,1703206011,Navnihol,Навниҳол,Навниҳол,Navnihol,false,110
AN-206012,AN-206,1703206,,Nasriddinabod,Насриддинабод,Насриддинабод,Nasriddinabod,false,120
AN-206013,AN-206,1703206,1703206013,Oqtepa,Оқтепа,Оқтепа,Oqtepa,false,130
AN-206014,AN-206,1703206,1703206014,Siza,Сиза,Сиза,Siza,false,140
AN-206015,AN-206,1703206,,Sirmoq,Сирмоқ,Сирмоқ,Sirmoq,false,150
AN-206016,AN-206,1703206,1703206016,Tovuldi,Товулди,Товулди,Tovuldi,false,160
AN-206017,AN-206,1703206,1703206017,Tulkiobod,Тулкиобод,Тулкиобод,Tulkiobod,false,170
AN-206018,AN-206,1703206,1703206018,O‘lmas,Ўлмас,Ўлмас,Ólmas,false,180
AN-206019,AN-206,1703206,1703206019,Fayziobod,Файзиобод,Файзиобод,Fayziobod,false,190
AN-206020,AN-206,1703206,1703206020,Yuzchinor,Юзчинор,Юзчинор,Yuzchinor,false,200
AN-206021,AN-206,1703206,1703206021,Yangixayot,Янгихаёт,Янгихаёт,Yangixayot,false,210
AN-206022,AN-206,1703206,,Do‘ngsaroy,Дўнгсарой,Дўнгсарой,Dóngsaroy,false,220
AN-206023,AN-206,1703206,1703206023,Do‘stlik,Дўстлик,Дўстлик,Dóstlik,false,230
AN-206024,AN-206,1703206,1703206024,Zulfiqor,Зулфиқор,Зулфиқор,Zulfiqor,false,240
AN-206025,AN-206,1703206,,Istiklol,Истиклол,Истиклол,Istiklol,false,250
AN-206026,AN-206,1703206,,Muqanna,Муқанна,Муқанна,Muqanna,false,260
AN-206027,AN-206,1703206,,Mumtoz,Мумтоз,Мумтоз,Mumtoz,false,270
AN-206028,AN-206,1703206,1703206033,Polvonko‘l,Полвонкўл,Полвонкўл,Polvonkól,false,280
AN-206029,AN-206,1703206,1703206029,Saxovat,Саховат,Саховат,Saxovat,false,290
AN-206030,AN-206,1703206,1703206030,Xalfachek,Халфачек,Халфачек,Xalfachek,false,300
AN-206031,AN-206,1703206,,Charag‘on,Чарағон,Чарағон,Charaǵon,false,310
AN-206032,AN-206,1703206,1703206028,Eshonchek,Ешончек,Ешончек,Eshonchek,false,320
AN-206033,AN-206,1703206,1703206032,Yurtobod,Юртобод,Юртобод,Yurtobod,false,330
AN-206034,AN-206,1703206,,Avesto,Авесто,Авесто,Avesto,false,340
AN-206035,AN-206,1703206,,Alchazor,Алчазор,Алчазор,Alchazor,false,350
AN-206036,AN-206,1703206,1703206036,Aralxon,Аралхон,Аралхон,Aralxon,false,360
AN-206037,AN-206,1703206,1703206037,Afsona,Афсона,Афсона,Afsona,false,370
AN-206038,AN-206,1703206,,Go‘rovon,Гўровон,Гўровон,Górovon,false,380
AN-206039,AN-206,1703206,1703206039,Jartepa,Жартепа,Жартепа,Jartepa,false,390
AN-206040,AN-206,1703206,1703206040,Kattabuloq,Каттабулоқ,Каттабулоқ,Kattabuloq,false,400
AN-206041,AN-206,1703206,1703206041,Ko‘l,Кўл,Кўл,Kól,false,410
AN-206042,AN-206,1703206,1703206042,Markaz,Марказ,Марказ,Markaz,false,420
AN-206043,AN-206,1703206,1703206043,Matonat,Матонат,Матонат,Matonat,false,430
AN-206044,AN-206,1703206,1703206044,Oqqo‘rg‘on,Оққўрғон,Оққўрғон,Oqqórǵon,false,440
AN-206045,AN-206,1703206,1703206045,Serquyosh,Серқуёш,Серқуёш,Serquyosh,false,450
AN-206046,AN-206,1703206,1703206046,O‘rtaqo‘rg‘on,Ўртақўрғон,Ўртақўрғон,Órtaqórǵon,false,460
AN-206047,AN-206,1703206,1703206047,Eski markaz,Ески марказ,Ески марказ,Eski markaz,false,470
AN-206048,AN-206,1703206,1703206048,Yakkatol,Яккатол,Яккатол,Yakkatol,false,480
AN-206049,AN-206,1703206,1703206049,Barkamol,Баркамол,Баркамол,Barkamol,false,490
AN-206050,AN-206,1703206,1703206050,Botir nomli,Ботир номли,Ботир номли,Botir nomli,false,500
AN-206051,AN-206,1703206,1703206051,Jasorat,Жасорат,Жасорат,Jasorat,false,510
AN-206052,AN-206,1703206,1703206052,Zaxkash,Захкаш,Захкаш,Zaxkash,false,520
AN-206053,AN-206,1703206,,Iftixor (eski nomi chinobod),Ифтихор (ески номи чинобод),Ифтихор (ески номи чинобод),Iftixor (eski nomi chinobod),false,530
AN-206054,AN-206,1703206,1703206054,Ko‘l bo‘yi,Кўл бўйи,Кўл бўйи,Kól bóyi,false,540
AN-206055,AN-206,1703206,1703206055,Qiyali,Қияли,Қияли,Qiyali,false,550
AN-206056,AN-206,1703206,1703206056,Qumtepa,Қумтепа,Қумтепа,Qumtepa,false,560
AN-206057,AN-206,1703206,1703206057,Nurafshon,Нурафшон,Нурафшон,Nurafshon,false,570
AN-206058,AN-206,1703206,1703206058,Omonariq,Омонариқ,Омонариқ,Omonariq,false,580
AN-206059,AN-206,1703206,1703206059,Sarnavul,Сарнавул,Сарнавул,Sarnavul,false,590
AN-206060,AN-206,1703206,1703206060,Sortepa,Сортепа,Сортепа,Sortepa,false,600
AN-206061,AN-206,1703206,1703206061,To‘da,Тўда,Тўда,Tóda,false,610
AN-206062,AN-206,1703206,1703206062,Tumor,Тумор,Тумор,Tumor,false,620
AN-206063,AN-206,1703206,1703206063,Turkiston,Туркистон,Туркистон,Turkiston,false,630
AN-206064,AN-206,1703206,1703206064,Farovon,Фаровон,Фаровон,Farovon,false,640
AN-206065,AN-206,1703206,1703206065,Sho‘r,Шўр,Шўр,Shór,false,650
AN-206066,AN-206,1703206,1703206066,Sherobod,Шеробод,Шеробод,Sherobod,false,660
AN-17030001,AN-206,1703206,1703206034,Islomobod,Исломобод,Исломобод,Islomobod,false,670
AN-17030021,AN-206,1703206,1703206025,Olimbek,Олимбек,Олимбек,Olimbek,false,680
AN-17030022,AN-206,1703206,1703206053,Chinobod,Чинобод,Чинобод,Chinobod,false,690
AN-17030014,AN-206,1703206,1703206022,Mustaqillik,Мустақиллик,Мустакиллик,Mustaqillik,false,700
AN-17030034,AN-206,1703206,1703206027,O‘rmonbek,Ўрмонбек,Ормонбек,Órmonbek,false,710
AN-17030011,AN-206,1703206,1703206038,Go‘ravon,Гўравон,Гуравон,Góravon,false,720
AN-17030058,AN-206,1703206,1703206031,Charog‘on,Чароғон,Чарогон,Charoǵon,false,730
AN-17030046,AN-206,1703206,1703206015,Obod turmush,Обод турмуш,Обод турмуш,Obod turmush,false,740
AN-17030036,AN-206,1703206,1703206012,Nasriddinobod,Насриддинобод,Насриддинобод,Nasriddinobod,false,750
AN-17030003,AN-206,1703206,1703206035,Olchazor,Олчазор,Олчазор,Olchazor,false,760
AN-17030033,AN-206,1703206,1703206026,Ziyokor,Зиёкор,Зиёкор,Ziyokor,false,770
AN-209001,AN-209,1703209,1703209019,Bog‘i eram,Боғи ерам,Боғи ерам,Boǵi eram,false,10
AN-209002,AN-209,1703209,1703209014,Bo‘ston,Бўстон,Бўстон,Bóston,false,20
AN-209003,AN-209,1703209,1703209020,Guzar,Гузар,Гузар,Guzar,false,30
AN-209004,AN-209,1703209,1703209011,Guliston,Гулистон,Гулистон,Guliston,false,40
AN-209005,AN-209,1703209,1703209018,Gulshan,Гулшан,Гулшан,Gulshan,false,50
AN-209006,AN-209,1703209,1703209002,G‘olib,Ғолиб,Ғолиб,Ǵolib,false,60
AN-209007,AN-209,1703209,1703209007,Dexqonobod,Дехқонобод,Дехқонобод,Dexqonobod,false,70
AN-209008,AN-209,1703209,1703209025,Do‘stlik,Дўстлик,Дўстлик,Dóstlik,false,80
AN-209009,AN-209,1703209,1703209006,Ko‘xinur,Кўхинур,Кўхинур,Kóxinur,false,90
AN-209010,AN-209,1703209,1703209021,Madaniyat,Маданият,Маданият,Madaniyat,false,100
AN-209011,AN-209,1703209,1703209022,Maorif,Маориф,Маориф,Maorif,false,110
AN-209012,AN-209,1703209,1703209009,Mexnatobod,Мехнатобод,Мехнатобод,Mexnatobod,false,120
AN-209013,AN-209,1703209,,Mustaqillik 15 yilligi,Мустақиллик 15 йиллиги,Мустақиллик 15 йиллиги,Mustaqillik 15 yilligi,false,130
AN-209014,AN-209,1703209,1703209017,Navro‘z,Наврўз,Наврўз,Navróz,false,140
AN-209015,AN-209,1703209,1703209008,Nurafshon,Нурафшон,Нурафшон,Nurafshon,false,150
AN-209016,AN-209,1703209,1703209013,Pillakor,Пиллакор,Пиллакор,Pillakor,false,160
AN-209017,AN-209,1703209,1703209024,Sarbon,Сарбон,Сарбон,Sarbon,false,170
AN-209018,AN-209,1703209,1703209016,Sariq jo‘ga,Сариқ жўга,Сариқ жўга,Sariq jóga,false,180
AN-209019,AN-209,1703209,,Tafakkur,Тафаккур,Тафаккур,Tafakkur,false,190
AN-209020,AN-209,1703209,1703209010,Xalqobod,Халқобод,Халқобод,Xalqobod,false,200
AN-209021,AN-209,1703209,,Chashma,Чашма,Чашма,Chashma,false,210
AN-209022,AN-209,1703209,1703209023,Yakka tol,Якка тол,Якка тол,Yakka tol,false,220
AN-209023,AN-209,1703209,,Yangi qishloq,Янги қишлоқ,Янги қишлоқ,Yangi qishloq,false,230
AN-209024,AN-209,1703209,1703209005,Yangi obod,Янги обод,Янги обод,Yangi obod,false,240
AN-209025,AN-209,1703209,,Chorvador,Чорвадор,Чорвадор,Chorvador,false,250
AN-17050013,AN-209,1703209,1703209003,Mustaqilik 15 yilligi,Мустақилик 15 йиллиги,Мустакилик 15 йиллиги,Mustaqilik 15 yilligi,false,260
AN-17050022,AN-209,1703209,1703209001,Obod,Обод,Обод,Obod,false,270
AN-17050024,AN-209,1703209,1703209004,Yangi qishoq,Янги қишоқ,Янги кишок,Yangi qishoq,false,280
AN-17050021,AN-209,1703209,1703209012,Xovos,Ховос,Ховос,Xovos,false,290
AN-17050019,AN-209,1703209,1703209015,Davlatobod,Давлатобод,Давлатобод,Davlatobod,false,300
AN-210001,AN-210,1703210,1703210008,Buyuk turon,Буюк турон,Буюк турон,Buyuk turon,false,10
AN-210002,AN-210,1703210,1703210003,Guliston,Гулистон,Гулистон,Guliston,false,20
AN-210003,AN-210,1703210,1703210005,Kumguzar,Кумгузар,Кумгузар,Kumguzar,false,30
AN-210004,AN-210,1703210,1703210004,Mirzakalon ismoiliy nomli,Мирзакалон исмоилий номли,Мирзакалон исмоилий номли,Mirzakalon ismoiliy nomli,false,40
AN-210005,AN-210,1703210,1703210001,Toshkechik,Тошкечик,Тошкечик,Toshkechik,false,50
