code,parent_code,parent_soato_id,parent_legacy_soato_id,soato_id,legacy_soato_id,administrative_type,name_uz,name_uz_cyril,name_ru,name_kaa,deleted
SU-227,UZ-SU,1722,19,0,0,DISTRICT,Sharg‘un tumani,Шарғун тумани,Шаргунский район,Sharǵun rayonı,false
SU-402,UZ-SU,1722,19,0,0,CITY,Denov shahri,Денов шаҳри,Город Денов,Denov qalası,false
TK-262,UZ-TK,1726,10,1726262,1001,CITY,Uchtepa tumani,Учтепа тумани,Учтепинский район,Uchtepa rayonı,false
TK-264,UZ-TK,1726,10,1726264,1011,CITY,Bektemir tumani,Бектемир тумани,Бектемирский район,Bektemir rayonı,false
TK-266,UZ-TK,1726,10,1726266,1010,CITY,Yunusobod tumani,Юнусобод тумани,Юнусабадский район,Yunusobod rayonı,false
TK-269,UZ-TK,1726,10,1726269,1003,CITY,Mirzo ulug‘bek tumani,Мирзо улуғбек тумани,Мирзо-улугбекский район,Mirzo uluǵbek rayonı,false
TK-273,UZ-TK,1726,10,1726273,1009,CITY,Mirobod tumani,Миробод тумани,Мирабадский район,Mirobod rayonı,false
TK-277,UZ-TK,1726,10,1726277,1006,CITY,Shayxontoxur tumani,Шайхонтохур тумани,Шайхантахурский район,Shayxontoxur rayonı,false
TK-280,UZ-TK,1726,10,1726280,1012,CITY,Olmazor tumani,Олмазор тумани,Алмазарский район,Olmazor rayonı,false
TK-283,UZ-TK,1726,10,1726283,1008,CITY,Sergeli tumani,Сергели тумани,Сергелийский район,Sergeli rayonı,false
TK-287,UZ-TK,1726,10,1726287,1005,CITY,Yakkasaroy tumani,Яккасарой тумани,Яккасарайский район,Yakkasaroy rayonı,false
TK-290,UZ-TK,1726,10,1726290,739001080,CITY,Yashnobod tumani,Яшнобод тумани,Яшнободский район,Yashnobod rayonı,false
TK-292,UZ-TK,1726,10,1726292,1013,CITY,Yangihayot tumani,Янгиҳаёт тумани,Янгихаётский район,Yangihayot rayonı,false
TK-294,UZ-TK,1726,10,1726294,1007,CITY,Chilonzor tumani,Чилонзор тумани,Чиланзарский район,Chilonzor rayonı,false
TO-206,UZ-TO,1727,11,1727206,1106,DISTRICT,Oqqo‘rg‘on tumani,Оққўрғон тумани,Аккурганский район,Oqqórǵon rayonı,false
TO-212,UZ-TO,1727,11,1727212,1110,DISTRICT,Ohangaron tumani,Оҳангарон тумани,Ахангаранский район,Ohangaron rayonı,false
TO-220,UZ-TO,1727,11,1727220,1111,DISTRICT,Bekobod tumani,Бекобод тумани,Бекабадский район,Bekobod rayonı,false
TO-224,UZ-TO,1727,11,1727224,1112,DISTRICT,Bo‘stonliq tumani,Бўстонлиқ тумани,Бостанлыкский район,Bóstonliq rayonı,false
TO-228,UZ-TO,1727,11,1727228,1113,DISTRICT,Bo‘ka tumani,Бўка тумани,Букинский район,Bóka rayonı,false
TO-233,UZ-TO,1727,11,1727233,1107,DISTRICT,Quyi chirchiq tumani,Қуйи чирчиқ тумани,Куйичирчикский район,Quyi chirchiq rayonı,false
TO-237,UZ-TO,1727,11,1727237,1102,DISTRICT,Zangiota tumani,Зангиота тумани,Зангиатинский район,Zangiota rayonı,false
TO-239,UZ-TO,1727,11,1727239,1114,DISTRICT,Yuqori chirchiq tumani,Юқори чирчиқ тумани,Юкоричирчикский район,Yuqori chirchiq rayonı,false
TO-248,UZ-TO,1727,11,1727248,1108,DISTRICT,Qibray tumani,Қибрай тумани,Кибрайский район,Qibray rayonı,false
TO-249,UZ-TO,1727,11,1727249,1104,DISTRICT,Parkent tumani,Паркент тумани,Паркентский район,Parkent rayonı,false
TO-250,UZ-TO,1727,11,1727250,1103,DISTRICT,Pskent tumani,Пскент тумани,Пскентский район,Pskent rayonı,false
TO-253,UZ-TO,1727,11,1727253,1105,DISTRICT,O‘rta chirchiq tumani,Ўрта чирчиқ тумани,Уртачирчикский район,Órta chirchiq rayonı,false
TO-256,UZ-TO,1727,11,1727256,1115,DISTRICT,Chinoz tumani,Чиноз тумани,Чиназский район,Chinoz rayonı,false
TO-259,UZ-TO,1727,11,1727259,1101,DISTRICT,Yangiyo‘l tumani,Янгийўл тумани,Янгиюльский район,Yangiyól rayonı,false
TO-265,UZ-TO,1727,11,1727265,1109,DISTRICT,Toshkent tumani,Тошкент тумани,Ташкентский район,Toshkent rayonı,false
TO-401,UZ-TO,1727,11,1727401,5323,CITY,Nurafshon shaxri,Нурафшон шаҳри,Нурафшон,Nurafshon shaxri qalası,false
TO-404,UZ-TO,1727,11,1727404,1118,CITY,Olmaliq shahri,Олмалиқ шаҳри,Алмалык,Olmaliq qalası,false
TO-407,UZ-TO,1727,11,1727407,1116,CITY,Angren shahri,Ангрен шаҳри,Ангрен,Angren qalası,false
TO-413,UZ-TO,1727,11,1727413,1117,CITY,Bekobod shahri,Бекобод шаҳри,Бекабад,Bekobod qalası,false
TO-415,UZ-TO,1727,11,1727415,1123,CITY,Oxangaron shaxri,Охангарон шаҳри,Ахангаран,Oxangaron shaxri qalası,false
TO-419,UZ-TO,1727,11,1727419,1120,CITY,Chirchiq shahri,Чирчиқ шаҳри,Чирчик,Chirchiq qalası,false
TO-424,UZ-TO,1727,11,1727424,1122,CITY,Yangiyul shaxri,Янгийўл шаҳри,Янгиюль,Yangiyul shaxri qalası,false
TO-425,UZ-TO,1727,11,0,0,CITY,Yangiobod shahri,Янгиобод шаҳри,Город Янгиабад,Yangiobod qalası,false
XO-204,UZ-XO,1733,22,1733204,2207,DISTRICT,Bog‘ot tumani,Боғот тумани,Багатский район,Boǵot rayonı,false
XO-208,UZ-XO,1733,22,1733208,2203,DISTRICT,Gurlan tumani,Гурлан тумани,Гурленский район,Gurlan rayonı,false
XO-212,UZ-XO,1733,22,1733212,2209,DISTRICT,Qo‘shko‘pir tumani,Қўшкўпир тумани,Кошкупырский район,Qóshkópir rayonı,false
XO-217,UZ-XO,1733,22,1733217,2204,DISTRICT,Urganch tumani,Урганч тумани,Ургенчский район,Urganch rayonı,false
XO-220,UZ-XO,1733,22,1733220,2201,DISTRICT,Xazorasp tumani,Хазорасп тумани,Хазараспский район,Xazorasp rayonı,false
XO-221,UZ-XO,1733,22,1733221,2213,DISTRICT,Tuproqqal‘a tumani,Тупроққала тумани,Тупроккалинский район,Tuproqqal‘a rayonı,false
XO-223,UZ-XO,1733,22,1733223,2206,DISTRICT,Xonqa tumani,Хонқа тумани,Ханкинский район,Xonqa rayonı,false
XO-226,UZ-XO,1733,22,1733226,2210,DISTRICT,Xiva tumani,Хива тумани,Хивинский район,Xiva rayonı,false
XO-230,UZ-XO,1733,22,1733230,2205,DISTRICT,Shovot tumani,Шовот тумани,Шаватский район,Shovot rayonı,false
XO-233,UZ-XO,1733,22,1733233,2202,DISTRICT,Yangiariq tumani,Янгиариқ тумани,Янгиарыкский район,Yangiariq rayonı,false
XO-236,UZ-XO,1733,22,1733236,2208,DISTRICT,Yangibozor tumani,Янгибозор тумани,Янгибазарский район,Yangibozor rayonı,false
XO-401,UZ-XO,1733,22,1733401,2211,CITY,Urganch shahri,Урганч шаҳри,Ургенч,Urganch qalası,false
XO-406,UZ-XO,1733,22,1733406,2212,CITY,Xiva shahri,Хива шаҳри,Хива,Xiva qalası,false
XO-237,UZ-XO,1733,22,0,0,CITY,Pitnak shahri,Питнак шаҳри,Город Питнак,Pitnak qalası,false
