code,tin,name_ru
JI-204014,202956235,Богишамол
JI-204015,203577209,Фидокор
JI-204016,202776451,Барлос
JI-204017,202924314,Тонготар
JI-204018,202919328,Нурафшон
JI-204019,203844002,Янгибог
JI-204020,202919382,Гулбулок
JI-204022,202919367,Бунёдкор
JI-204023,204459170,Шодлик
JI-204024,202919335,Узунбулок
JI-204025,202927437,Мустакиллик
JI-204026,204370394,Маданият
JI-204027,310367219,Ватанпарвар
JI-204028,207301722,Темиркадам
JI-204029,207301739,Урмончи
JI-13020009,207338249,Истиклол
JI-13020029,207338256,Файзабод
JI-13020033,309568916,Нуробод
JI-13020034,310537211,Музбел
JI-13020012,207301746,Давлат
JI-13020016,202919350,Навбаxор
JI-209001,202685526,Аламли
JI-209002,202685565,Бахт
JI-209004,202685534,Дустлик
JI-209005,207043324,Кашкабулок
JI-209006,207053288,Октош
JI-209007,202685541,Олимлар
JI-209008,207083171,Саврук
JI-209009,202814404,Самарканд
JI-209011,207148019,Лалмикор
JI-209012,303093982,Октом
JI-209013,304149926,Кукгумбаз
JI-209014,202814349,Булокбоши
JI-209015,202275394,Гулистон
JI-209016,203841853,Гулчамбар
JI-209017,202305087,Губдин
JI-209018,202814395,Жийдали
JI-209019,207124404,Кипчоксув
JI-209021,202814364,Куйтош
JI-209023,202814428,Маданият
JI-209024,203168265,Маржонбулок
JI-209025,202693216,Мирзабулок
JI-209026,202814435,Молтоб
JI-209027,202814292,Мулкуш
JI-209028,202814371,Тозауруг
JI-13030033,310250602,Нурафшон
JI-13030031,310247153,Узунбулок
JI-13030004,202693191,Гофур Гулом
JI-13030029,202814332,Хонимкургон
JI-13030030,310247328,Яшнаобод
JI-13030027,207079262,Сарбозор
JI-13030035,310249657,Кангли
JI-13030032,310248935,Нахроч
JI-13030012,204524842,Коризкудук
JI-13030014,202814411,Кукбулок
JI-212001,305150174,Бобур
JI-212002,207193960,Бустон
JI-212003,207237406,Гозгонтепа
JI-212004,207193874,Ёйилма
JI-212005,305218894,Ёшлик
JI-212006,207209954,Жиззахлик
JI-212007,207209946,Зиёкор
JI-212008,207210923,Истиклол
JI-212009,207194556,Каттакишлок
JI-212010,203841884,Корпасой
JI-212011,207194524,Кангли
JI-212012,207228994,Катортол
JI-212013,204947735,Кахрамон
JI-212014,207198044,Кораянток
JI-212015,207193898,Кулписар
JI-212017,305148602,Маданият
JI-212018,207193945,Мулканлик
JI-212019,207196940,Нонисангил
JI-212020,207193921,Нурафшон
JI-212021,207237058,Октош ота
JI-212022,207237414,Олмачи
JI-212024,204988717,Раваллик
JI-212026,201432492,Самарканд-кудук
JI-212028,207209961,Соунгарлик
JI-212030,305137924,Тараккиёт
JI-212031,305210827,Тинчлик
JI-212032,204994590,Токчилик
JI-212033,207193938,Тошкентлик
JI-212034,207237065,Туёкли
JI-212035,207195285,Умар
JI-212036,207223638,Учтепа
JI-212038,207209939,Хавастлик
JI-212040,207212294,Халкобод
JI-212041,206992989,Шариллок
JI-212042,207210614,Эски тошкeнтлик
JI-212044,207194549,Якка кайрагоч
JI-212045,305148863,Янги-Диёр
JI-212046,207193914,Янгиxаёт
JI-212047,207193977,Янгиобод
JI-212048,207193984,Яхтанлик
JI-13040030,207194564,Сугдиёна
JI-13040017,207193953,Кушкуприк
JI-13040038,207237073,Файзиобод
JI-13040024,207124000,Пастки сулокли
JI-13040040,207193881,Хайрабод
JI-13040025,207223645,Работ
JI-13040014,207193906,Куёвбоши
JI-13040028,207196957,Сарайлик
JI-215002,202940138,Манас
JI-215003,202940121,Навруз
JI-215004,202940145,Каxрамон
JI-215005,202940184,Мевазор
JI-215006,202940098,Чинобод
JI-215007,202940177,Бунёдкор
JI-215009,202940160,Саритепа
JI-215010,202940192,Богзор
JI-215011,202940153,Олтин Водий
JI-215012,202940114,Саноатчилар
JI-13050001,202940106,Алишер Навоий
JI-13050004,202940081,Гафур Гулом
JI-218001,202863296,Богишамол
JI-218003,202863390,Тараккиёт
JI-218004,202863344,Октепа
JI-218005,202863312,Навбахор
JI-218006,202863336,Халкобод
JI-218008,202863304,Кургон
JI-218009,202863351,Г.Гулом
JI-218010,202863368,Бирлик
JI-218011,202873047,Бешкуби
JI-218012,202886860,Гулшан
JI-218013,206849396,Нурликент
JI-218014,202943204,Навоий
JI-218015,203471959,Куштол
JI-218016,202886838,Пeшогор
JI-218017,203471966,Юксалиш
JI-218018,207089804,Ёшлик
JI-218019,202810045,Ширин
JI-218020,202862962,Улугбек
JI-218021,202873008,Беруний
JI-218022,202943283,Узбекистон
JI-218023,202862979,Бахт
JI-218025,202873023,Бунёдкор
JI-218026,202862986,Нурафшон
JI-218027,202873015,Пахтакор
JI-218028,203509568,Гулистон
JI-218029,203509551,Чилонзор
JI-218030,202886853,Дуоба
JI-218031,203456484,Истиклол
JI-218032,202943244,Оби-Хаёт
JI-218033,207191268,Чорвадор
JI-218034,202943212,Галлакор
JI-218035,207015040,Мустакиллик
JI-218036,207111208,Туркман
JI-218037,207130785,Турттом
JI-13080036,202863329,Шароф Рашидов
JI-13080015,202876010,Кайирма
JI-13080039,309336594,Ниxол
JI-13080033,202873054,Хамид Олимжон
JI-13080040,309338236,Фаровон
JI-220001,202794256,Мустакиллик
JI-220002,202794249,Ойбек
JI-220003,202794264,Тинчлик
JI-220004,202794232,Окбулок
JI-220005,202794288,Шодлик
JI-220006,202794271,Дустлик
JI-220007,202794295,Навруз
JI-220008,202794304,Янгиобод
JI-220009,201454814,Лалмикор
JI-220010,203832302,Тараккиёт
JI-220011,204474866,Равот
JI-220012,204474859,Навоий
JI-220013,206979529,Янги Хаёт
JI-220014,201454781,Янгикент
JI-220015,203832286,Нурафшон
JI-220016,203339194,Адиробод
JI-220018,201454838,Андижон
JI-220019,201454798,Шарк Юлдузи
JI-220020,202886845,Окар
JI-220021,202886877,Тошкесган
JI-220022,202943236,Ёшлик
JI-13060011,207337867,Нуробод
JI-13060007,207338232,Навбахор
JI-223001,202540864,Ипак Йоли
JI-223002,202540840,Мустакиллик
JI-223003,202540896,Янгидала
JI-223004,202540929,Богбон
JI-223005,202540833,Ержар
JI-223006,202540872,Мирзадала
JI-223007,202540825,Галаба
JI-223008,202540912,Пахтазор
JI-223009,202540904,Узбекистон
JI-223010,200340577,Гулзор
JI-223011,202540857,Дустлик
JI-223012,202540889,Тошкент
JI-225023,202795476,Узун
JI-225024,202762121,Бустон
JI-225025,202779455,Самарканд
JI-225026,302894216,Чулигулистон
JI-225027,202795484,Бирлик
JI-225028,202795681,Ёркин
JI-225029,202785425,Нурафшон
JI-225030,202795674,Писталикент
JI-225031,202795666,Лолазор
JI-225032,200340545,Чимкургон
JI-228002,202861687,Самарканд
JI-228003,202861703,Тошкент
JI-228004,201455464,Чаманзор
JI-228005,201740901,Олмазор
JI-228006,201740878,Пахтакор
JI-228007,202382792,Сувонобод
JI-228008,201455488,Богишамол
JI-228010,201455471,Мингчинор
JI-228011,307142349,Нурли-Пангат
JI-228012,202863541,Дустлик
JI-228013,201740885,Окбулок
JI-228014,202863558,Галаба
JI-228015,202861694,Олтинкул
JI-13100002,201740893,Буюк Ипак Йули
JI-13100004,202863565,Дилором
JI-235001,202806001,Богдон
JI-235002,205941885,Учма
JI-235003,205941893,Кулба
JI-235004,207298022,Амир Темур
JI-235006,207277468,Дустлик
JI-235007,204914207,Мустакиллик
JI-235010,204914199,Нарвон
JI-235011,202867741,Гараша
JI-235012,303403817,Илонли
JI-235014,205729024,Сайёд
JI-235015,205771536,Ок Тепа
JI-235016,206817720,Октом
JI-235017,206817737,Эгизбулок
JI-235018,207320153,Нурак
JI-235019,202805984,Узбекистон
JI-235020,202875179,Хонбанди
JI-235021,200340688,Учкулоч
JI-235022,200340538,Кизилкум
JI-235023,205708327,Осмонсой
JI-235024,200340584,Дарбоза
JI-13110009,202867758,Кораобдол Ота
JI-13110019,201411012,Ухум
JI-13110025,204914182,Мусокул Оролов
JI-13110014,202806018,Ойбек
JI-237001,202894338,Янгиобод
JI-237002,202894314,Баландчакир
JI-237003,204645620,Шодлик
JI-237004,303068102,Дустлик
JI-237005,202894360,Сармич
JI-237006,207124372,Совот
JI-237008,207124364,Хужамушкент
JI-13120005,207124389,Xавотог
JI-401001,202639074,Иттифок
JI-401002,202638868,Ёшлик
JI-401003,202638923,Нурлиобод
JI-401004,202638986,Калия
JI-401005,202638947,Бобур
JI-401006,202638875,Улугбeк
JI-401007,206072850,Дустлик
JI-401008,207015286,Бунёдкор
JI-401011,202638890,Тинчлик
JI-401012,202639099,Обод
JI-401013,202639114,Кимёгар
JI-401014,202639011,Маданият
JI-401017,202638979,Учарик
JI-401018,202638962,Уратепалик
JI-401019,202638915,Раваллик
JI-401021,202638908,Олмазор
JI-401022,202639107,Зилол
JI-401023,203125778,Оккургонлик
JI-401024,202638844,Жиззахлик
JI-401025,202639028,Кассоблик
JI-401026,202639050,Тошлок
JI-401027,202638994,Турон
JI-401028,202639082,Сайилжойи
JI-401029,202638836,Шодлик
JI-401030,202638851,Навруз
JI-401031,202639067,Заргарлик
JI-401032,202638954,Сангзор
JI-401034,202639122,Богишамол
JI-13130031,202638883,Хайраобод
JI-13130002,202639043,Амир Темур
JI-13130001,202638930,Алишер Навоий
JI-13130033,202638829,хамид Олимжон
JI-13130032,202639004,Халкаобод
JI-13130024,202639035,Сайхан
NG-204002,202753171,Киркчек
NG-204003,202753124,Момохон
NG-204004,202753132,Колгандарё
NG-204005,202753149,Найман
NG-204006,202766639,Фаровон
NG-204007,202766646,Ёшлик
NG-204008,202766796,Толлик
NG-204009,202753156,Янги Гулбог
NG-204010,202753243,Корашахар
NG-204011,202769934,Бешсерка
NG-204012,202766733,Алами
NG-204014,202766725,Козоковул
NG-204015,202730192,Ойбек
NG-204016,202745649,Маданият
NG-204017,202745656,Узгариш
NG-204019,202745632,Мулкобод
NG-204021,202753195,Баланд гуртeпа
NG-204022,202753235,Дамкул
NG-204023,202730200,Курикобод
NG-204024,202753164,Мехнатобод
NG-204026,202753274,Кайрогочовул
NG-204029,202740995,Гулистон
NG-204030,202740971,Мустакиллик
NG-204031,202766678,Чордона
NG-204032,202766661,Тупсада
NG-204033,202766654,Пахтакор
NG-204035,202766685,Ингичка
NG-204036,202753228,Тегирмонбоши
NG-204037,202753188,Серхаракат
NG-204038,202753211,Бозорбоши
NG-204040,202730138,Бирлашган
NG-16020035,202745671,Уртакишлок
NG-16020011,202766740,Кизилкум
NG-16020021,202745664,Мадияровул
NG-16020013,202753117,Кичик жомашуй
NG-16020019,202753204,Кошкишлок
NG-16020017,202753250,Куголикул
NG-16020034,202766718,Уюрчи дамкул
NG-207004,202686635,Жар
NG-207005,202810529,Корасув
NG-207007,202813659,Навбахор-1
NG-207008,202817676,Обод
NG-207009,202810425,Узбекистон
NG-207010,206973196,Орикзор
NG-207012,202689243,Хуррият-1
NG-207013,202810512,Чорбог
NG-207015,202813666,Янги шахар
NG-207018,202695893,Бог
NG-207019,202700221,Булокбоши
NG-207020,202695885,Гузар
NG-207021,202829202,Гулобод
NG-207022,202719330,Навруз
NG-207023,202810504,Ободон
NG-207024,202810433,Равот
NG-207027,202813594,Сой буйи
NG-207028,202844518,Хонкоргон
NG-207029,202813714,Чак
NG-207032,202750184,Богишамол
NG-207033,202813698,Бостон
NG-207034,202813610,Гулбог
NG-207036,202695940,Ёшлик
NG-207037,202813681,Кукумбой
NG-207038,202813634,Мажнунтол
NG-207041,202686650,Тагижар
NG-207044,202810393,Чуст куча
NG-207046,202810551,Бахористон
NG-207047,202813563,Бог Куча
NG-207048,202810401,Озод
NG-207049,202813706,Олмазор
NG-207050,202859506,Сойча
NG-207052,202854172,Тахтакоприк
NG-207053,202810457,Узункишлок
NG-207054,202810568,Урта куча
NG-207055,202810464,Учкоргон
NG-207057,202810496,Шайхон
NG-207058,202813570,Ширинбулок
NG-16010018,202719323,Достлик
NG-16010021,202813587,Замондош
NG-16010004,202813674,Намуна
NG-16010002,202813603,А.Навои
NG-16010007,202810544,Богибаланд
NG-16010040,202813642,С.Шeрози
NG-16010022,202868108,Истиклол
NG-16010033,202815465,Нурафшон
NG-16010023,202810440,Ифтихор
NG-16010026,202689235,Кушон
NG-16010010,202686628,Файзобод
NG-16010017,202700238,Гормирон
NG-16010029,202695918,Мавороуннахр
NG-16010008,202813721,Юксалиш
NG-16010030,202810472,Янги Узбeкистон
NG-16010001,202810536,А.Жоми
NG-16010058,202839435,Янги йул
NG-16010028,202689267,М.Аъзам
NG-212001,203832760,Анжирзор
NG-212002,202770018,Бешкапа
NG-212004,205403177,Бозорбоши
NG-212005,202823607,Бустон
NG-212006,202770089,Гулдиров
NG-212007,202770151,Киргизкургон
NG-212008,202770380,Коракул
NG-212009,202770555,Окбулок
NG-212011,202770183,Тепакургон
NG-212012,202770190,Тусар
NG-212014,202770215,Урганжи
NG-212015,202770262,Чагир
NG-212016,202770302,Шуркишлок
NG-212017,202770254,Ибрат
NG-212019,202770397,Коратепа
NG-212020,202770437,Кукон кишлок
NG-212021,202770064,Кушчинор
NG-212022,202823599,Маллаховуз
NG-212023,203214294,Навруз
NG-212024,202770072,Наъмуна
NG-212025,202770413,Нугайкургон
NG-212026,202770405,Нуртепа
NG-212027,202770548,Равнак
NG-212028,202848915,Саховат
NG-212029,202770247,Хонобод
NG-212030,202770365,Янгийул
NG-212031,202770484,Гайрат
NG-212032,202770136,Кайковус
NG-212033,202770452,Кул буйи
NG-212034,202770476,Кумкургон
NG-212035,202770491,Курама
NG-212036,202770563,Ок ер
NG-212037,202770279,Шамсикул
NG-212041,202770334,Эшобод
NG-212043,202770144,Катта Тошбулок
NG-212044,202769981,Кичик Курама
NG-212045,202770373,Кичик Тошбулок
NG-212046,202770516,Миришкор
NG-212047,202770531,Муллакудинг
NG-212048,202770096,Навкирон
NG-212049,202770168,Паст киёт
NG-212050,202770175,Тепа Киёт
NG-212051,202770524,Фаровон
NG-212052,203613384,Хужакишлок
NG-212053,202769974,Чорбог
NG-212054,305606499,Кургонча
NG-16030034,202770570,Олахамак
NG-16030051,202770319,Шуркургон
NG-16030022,202770509,Яшнаобод
NG-16030008,207035475,Дехконобод
NG-216001,202817827,Бостан
NG-216002,202817906,Бобур
NG-216004,202817881,Зарбдор
NG-216005,202817794,Катта яйдок
NG-216006,202817866,Катта Улмас
NG-216007,202817770,Навоий
NG-216008,202817810,Еттикъашка
NG-216009,202817787,Янги тонг
NG-216010,202817834,Фуркат
NG-216011,202817874,Яйдок
NG-216013,202817898,Куйултепа
NG-216014,202817859,Бозолмас
NG-216015,202898656,Тегирмонбоши
NG-216016,202898695,Мирсултончек
NG-216017,202898664,Сирмок
NG-216020,202898649,Курама
NG-216022,202879140,Толкин
NG-216023,202885522,Тошлок
NG-216024,202866220,Кизилтов
NG-216026,202885499,Боёвул
NG-216027,202885482,Ходжаобод
NG-216028,202885514,Нурзиё
NG-216029,202885507,Полвонкол
NG-216030,207168247,Ровот
NG-216032,202888803,Кошарик
NG-216033,202888787,Отбозор
NG-216034,202888827,Тода
NG-216035,202888810,Сузоковул
NG-216036,202874401,Маргизор
NG-216039,202874393,Тошкин
NG-216040,202874378,Кемабоши
NG-216041,207067554,Шохидон
NG-216042,202817709,Янги Фаргона
NG-216043,202817731,Чангитма
NG-216044,202817748,Ходжакоргонча
NG-216046,207168294,Истиклол
NG-216047,202817716,Сой буйи
NG-216048,202817724,Норинкапа
NG-216049,202817755,Коратери
NG-216050,202871231,Учтепа
NG-216051,202885546,Юкори чужа
NG-216052,202885539,Пастки Чужа
NG-216054,202888842,Козоковул
NG-216055,202888859,Домар
NG-216057,206945222,Найманобод
NG-16040022,202888794,Кошчек
NG-16040020,202874418,Коргонча
NG-16040052,202888834,Янги Наманган
NG-16040018,202874385,Саодат
NG-16040050,202888866,Ибрат
NG-16040057,202898671,Яшик
NG-16040011,202898688,Катта Октовлик
NG-16040026,207115834,Мустакилликнинг йигирма йиллиги
NG-16040046,202817763,Хажинтол
NG-219001,202701814,Яккатут
NG-219002,202701838,Чиганак
NG-219003,203631290,Куштепа
NG-219004,202701845,Найман
NG-219005,202701853,Кенагаc
NG-219006,202701821,Юксалиш
NG-219007,202701924,Навбахор
NG-219010,202707813,Ифтихор
NG-219012,202707805,Хазрати-Баб
NG-219013,202898750,Тинчлик
NG-219014,202707765,А.Навои
NG-219015,202707773,Пахтакор
NG-219016,202707719,Ипак йули
NG-219017,202707694,Бодомзор
NG-219018,202707741,Келачи
NG-219019,202707780,Алмазор
NG-219020,202707758,Мустакиллик
NG-219021,202701473,Поп
NG-219022,203595219,Чинор
NG-219023,202701480,Уч уйли
NG-219024,202701497,Ултарма
NG-219025,202701505,Уйгур
NG-219026,202701513,Туман
NG-219027,202701520,Урта Маргизор
NG-219028,202701537,Маргизор
NG-219029,202701544,Янгиер
NG-219030,202701552,Гурумсарой
NG-219031,202701569,Ташкурган
NG-219032,202701576,Баг
NG-219033,202701584,Миришкор
NG-219034,202701591,Янги чек
NG-219035,202701609,Тeпакургон
NG-219036,202701616,Иттифок
NG-219037,202701624,Бирлашган
NG-219038,203628720,Водий
NG-219039,202701648,Кандигон
NG-219040,202701631,Янгиабад
NG-219042,203599806,Сохибкор
NG-219043,202701759,Янги Хужаобод
NG-219044,203628752,Ходжаабад
NG-219045,202701932,Исковут
NG-219046,202701774,Пилол
NG-219047,202701766,Чартак
NG-219048,202701402,Пиллакаш
NG-219049,202701379,Гузар
NG-219051,202701386,Ойбек
NG-219052,202701394,Мукимий
NG-219054,207287598,Ором
NG-219055,202701806,Янги туда
NG-219056,202701798,Обихаёт
NG-219057,202701781,Эски туда
NG-219058,202701441,Нурабад
NG-219059,202701434,Озод
NG-219060,202701458,Анхор
NG-219061,202701465,Истикбол
NG-219062,202701727,Багишамол
NG-219063,202701687,Боён
NG-219064,202701734,Истиклол
NG-219065,202701694,Майдон
NG-219066,202701670,Шайхон
NG-219068,202701710,Урта Хонобод
NG-219069,202701663,Гулистан
NG-219070,202701742,Кушминор
NG-219071,202701892,Бунёдкор
NG-219072,202701860,Чоркэсар
NG-219073,202701884,Имон ота
NG-219074,202701877,Маданият
NG-219075,202701900,Чодак боши
NG-219076,206915758,Юкори Чодак Боши
NG-219077,302825901,Уйгурсой
NG-16050069,202701703,Юкори хонобод
NG-16050034,202701655,Навруз
NG-16050048,202701426,Темир йул
NG-16050001,202707726,Абдулла Каххор
NG-224001,202678146,Калвак
NG-224002,202678122,Бураматут
NG-224003,202678107,Зарбдор
NG-224004,202678154,Мозоркокхна
NG-224005,202678139,Беруний
NG-224006,202673367,Орда
NG-224007,202681824,Янги Хаёт
NG-224008,202681817,Гулкишлок
NG-224009,202686778,Ахси
NG-224010,202697123,Файзиобод
NG-224011,202686761,Кодиробод
NG-224013,202686754,Яккатом
NG-224014,202686722,Узумзор
NG-224016,202689299,Ходжанд
NG-224017,202689282,Паст Найманча
NG-224019,202689314,Кушкайрагоч
NG-224020,202689307,Бордимкол
NG-224021,202673493,Шарк
NG-224022,202673501,Туркистон
NG-224023,202673374,Бирлашган
NG-224024,202673414,Исвахон
NG-224025,202670538,Ибрат
NG-224026,202673454,Поросмон
NG-224027,202670521,Йеттикон
NG-224029,202673399,Хамид Олимжон
NG-224030,202673446,Бекобод
NG-224031,202673407,Чуст Куприк
NG-224032,202673350,ИстиКлол
NG-224034,202678082,Октош
NG-224035,202673485,Янгиобод
NG-224036,202673461,Ташкент
NG-224037,202678114,Бахт
NG-224038,202676078,Тепа Найманча
NG-224039,202676061,Лангарбобо
NG-224040,202676085,Кужрон
NG-224041,202678185,Озод
NG-224043,202664654,Катта Коргонча
NG-224045,202664662,Кумидон
NG-224046,202704556,Гулистон
NG-224047,202673335,Шохидон
NG-224048,202673343,Ёртепа
NG-224050,202675997,Порлок
NG-224051,202681864,Бозорбоши
NG-224052,202676039,Мажнунтол
NG-224053,202686739,Кашкаргузар
NG-224054,202675941,Богишамол
NG-224055,202675934,Дукат
NG-224056,202675926,Ортакишлок
NG-224057,202675919,Темиркишлок
NG-224058,202681871,Ер масжид
NG-224059,202676046,Олчин
NG-224060,202676054,Дашт
NG-224061,202715677,Обод
NG-224062,202673422,Сарой
NG-224063,202673439,Тошлок
NG-224064,202675894,Шовон
NG-224065,202675965,Катагон
NG-224066,202673328,Узбекистон
NG-224067,202675902,Катта курама
NG-224068,202686707,Сохибкор
NG-16060031,202675980,Куймозор
NG-16060016,202676007,Ширинбулок
NG-16060047,202686746,Сохилобод-1
NG-16060065,202697130,Юкори Мугилтой
NG-229001,202661635,Боягон
NG-229002,202661628,Гайрат
NG-229003,203623815,Дехконобод
NG-229006,202661643,Иттифок
NG-229008,202654785,Кашкар
NG-229009,202654793,Кесканняр
NG-229010,202659374,Мустакиллик
NG-229011,202661650,Олмурот
NG-229012,202659367,Хизиробод
NG-229013,202659382,Хожиобод
NG-229014,202659399,Эзгулик
NG-229015,206982906,Янги хаёт
NG-229016,202659350,Янгийер
NG-229017,202659153,Гумбаз
NG-229018,202659217,Ёркатай
NG-229019,202659106,Исламобод
NG-229020,202661604,Истиклол
NG-229021,202659604,Кувурбоши
NG-229022,202659644,Машхад
NG-229023,202659114,Мирзаровот
NG-229024,202661595,Обод
NG-229025,202661611,Овчибулок
NG-229026,202661588,Онхаёт
NG-229027,202659145,Файзиобод
NG-229028,202659121,Чуртук
NG-229029,202654833,Гулбог
NG-229030,206858496,Гулзор
NG-229031,202659414,Гулистон
NG-229032,202659636,Дахяк Ота
NG-229034,202659328,Достлик
NG-229035,202654825,Коргонча
NG-229036,202659224,Кумтепа
NG-229037,202659249,Соку
NG-229039,202659422,Шафтоли
NG-229041,202659232,Баландарик
NG-229042,202659288,Бостан
NG-229043,202654840,Бог куча
NG-229044,202659572,Бог
NG-229045,202654801,Беруний
NG-229047,202659557,Муборак
NG-229048,202659564,Навоий
NG-229049,202659461,Октoш
NG-229050,202659407,Пастгузар
NG-229051,202659493,Тепасарой
NG-229052,202659612,Тошлок
NG-229053,202659454,Ходжаобод
NG-229054,202659271,Хуррият
NG-229055,202659138,Шифокор
NG-229056,202659478,Янгичек
NG-16070001,202659629,Ахси
NG-16070018,202659295,Жийдакапа
NG-16070023,202659343,Кахрамон
NG-16070014,202659304,Дехкон
NG-234001,202705959,Чек
NG-234002,202705870,Улугбек
NG-234003,203590430,Ёшлик
NG-234004,202706291,Когай
NG-234005,202706284,Исламобод
NG-234006,202706324,Учёгоч
NG-234007,207149207,Навроз
NG-234008,202706331,Нурабод
NG-234009,202706316,Намуна
NG-234010,202706309,Бирлик
NG-234011,202706459,Шахрихончек
NG-234012,202706434,Кугай улмас
NG-234013,202706427,Ёркинбойчек
NG-234014,202706442,Бахриобод
NG-234015,204644733,Обод
NG-234016,202706394,Озод
NG-234017,202706403,Янгиобод
NG-234019,202705903,Ордабoг
NG-234020,202705934,Туркистан
NG-234022,202706165,Навбахор
NG-234024,202800611,Норин
NG-234025,207038313,Истиклол
NG-234026,202706079,Ёписхон
NG-234027,202706062,Каттачек
NG-234028,202706086,Козоковул
NG-234030,202800667,Халфатопи
NG-234031,202706220,Яшик
NG-234032,202706252,Эшонтопи
NG-234033,202706237,Кучабоши
NG-234034,202706244,Атлас
NG-234035,202706269,Элатан
NG-234036,202706180,Янгийер
NG-234037,202800628,Бостон
NG-234038,202800635,Гулистон
NG-234039,202706205,Ёгду
NG-234040,202706363,Учкопрік
NG-234041,202706370,Пахтачи
NG-234042,202706355,Коргонча
NG-234044,202800643,Мехнатобод
NG-234045,202705942,Маданият
NG-234046,202705910,Копрікбоши
NG-234047,202705863,Кумтогон
NG-234048,202705855,Сохил
NG-234049,202705894,Ёркин Хаёт
NG-234050,202705927,Саноат
NG-234051,202705966,Фаргона
NG-234052,202800604,Шодлик
NG-234053,202706141,Файзиобод
NG-234055,202706119,Навоий
NG-234057,202800650,Шолдирaма
NG-234058,202705998,Мустакиллик
NG-234059,202706008,Тегирмон
NG-234060,202705981,Каттамугол
NG-234061,202706030,Тинчлик
NG-234062,202706023,Истикбол
NG-234063,202706047,Янги Хаёт
NG-234064,202706015,Курама
NG-16080053,207016009,Фаровон
NG-16080046,202706094,Бахт
NG-16080007,202706197,Дeхконобод
NG-16080038,202706126,Октовлик
NG-236001,202945296,Арбагиш
NG-236002,202937979,Бозорбоши
NG-236003,202228903,Гулдиров
NG-236004,202866309,Гулшан
NG-236005,200107825,Дамарик
NG-236006,202288821,Достлик
NG-236008,203018601,Кесканняр
NG-236009,200108024,Корабог
NG-236010,202896445,Ласкидон
NG-236011,207136800,Обод диёр
NG-236012,200107929,Соз-Сой
NG-236013,200107699,Сой
NG-236014,203009525,Сохибкор
NG-236016,201870123,Узбекистон
NG-236017,200107714,Чорсу
NG-236018,202881909,Юкcалиш
NG-236019,202543820,Балик-Кол
NG-236020,202874440,Бештол
NG-236021,202933200,Бодомзор
NG-236023,200107667,Истиклол
NG-236024,200107643,Мустакиллик
NG-236026,200107628,Нурафшон
NG-236027,202874464,Октерек
NG-236028,202874457,Ора-Арик
NG-236029,200107650,Саркор
NG-236030,200108000,Тинчлик
NG-236031,202874472,Узун куча
NG-236032,200107840,Алихон
NG-236034,202879814,Бог
NG-236035,200107889,Зангобод
NG-236036,200108017,Корамурт
NG-236037,200064303,Наманган
NG-236039,200107611,Сарой
NG-236041,201870108,Туркистон
NG-236042,202780789,Урикзор
NG-236043,200107936,Хазратшох
NG-236045,202436881,Янгиобод
NG-236047,201870147,Бешкапа
NG-236048,202874489,Богистон
NG-236049,201870162,Булон
NG-236050,201870154,Ифтихор
NG-236051,202265834,Навбахор
NG-236052,201870186,Оромгох
NG-236053,207293994,Тенгдош
NG-236054,207293987,Хайирли
NG-236055,207293970,Комиллик
NG-236056,207294004,Багрикенглик
NG-236057,207294012,Дилдош
NG-16090002,201870179,Алишер Навои
NG-16090021,201870115,Зафар диёр
NG-16090005,201870130,Байналмилал
NG-16090031,200107635,Навруз
NG-16090046,202937986,Пешкурган
NG-16090017,200107857,Дехконобод
NG-16090047,203012959,Турик
NG-237001,202647524,Камарсада
NG-237002,202814862,Пансадa
NG-237003,202669591,Бофанда
NG-237004,202664615,Сабзазор
NG-237005,202854268,Яккабулок
NG-237006,202851991,Мехнатобод
NG-237007,202648626,Ходжаобод
NG-237008,202864611,Дехконобод
NG-237009,202656664,Бирлик (Шахар)
NG-237010,202814854,Навбахор
NG-237011,206576089,Боги эрам
NG-237012,202664623,Садача
NG-237013,202820183,Навроз
NG-237014,206576072,Зарафшон
NG-237015,202854251,Сероб
NG-237016,202684804,Дозанда
NG-237017,202577003,Гулистон
NG-237018,202666969,Достлик
NG-237019,203596913,Мустакиллик
NG-237020,203752838,Бибиона
NG-237021,202854275,Куча
NG-237022,202854283,Гузар
NG-237023,202854290,Звутканд
NG-237024,206986354,Еттикоргон
NG-237025,202851969,Хисорак
NG-237026,202810583,Янгийер
NG-237027,202849082,Саримсоктепа
NG-237028,202851976,Резаксой
NG-237029,202849074,Коктош
NG-237030,202858301,Богормос
NG-237032,202849028,Лайлак уя
NG-237033,202832080,Шоён
NG-237035,202817960,Чустнон-Достларобод
NG-237036,202810608,Баймок
NG-237038,202852001,Дам
NG-237041,202669584,Куйи Карнон
NG-237042,202676172,Машхад
NG-237043,202670553,Тошкоргон
NG-237044,206576064,Янгиобод
NG-237045,202652400,Бирлик (Олмос)
NG-237046,203552105,Шувар
NG-237047,202652360,Бозорбоши
NG-237048,206576057,Тоймас
NG-237049,202652384,Тоймасобод
NG-237050,202654414,Коракапа
NG-237051,202652417,Арикбуйи
NG-237052,202652392,Мунчоктепа
NG-237053,202851984,Булокбоши
NG-237054,202656656,Ёркишлок
NG-237055,202660709,Тепакоргон
NG-237056,202660716,Кайирма
NG-237057,203646335,Саркмиш-Мирзаобод
NG-237058,202817977,Огасарой
