code,tin,name_ru
QA-18060025,201571194,Яшнобод
QA-235001,202807926,Байналминал
QA-235003,202807823,Каптарли
QA-235004,201284274,Ойдин
QA-235005,201286754,Балхияк
QA-235006,306099655,Катта анхор
QA-235007,203942506,Кирккулоч
QA-235008,202807830,Пахтаобод
QA-235009,305562319,Жалажин
QA-235010,201286564,Нишон
QA-235011,306176274,Ёшлар диёри
QA-235012,207206372,Гулзор
QA-235013,201286595,Ок олтин
QA-235014,305034167,Орзу бустони
QA-235015,201286628,Пахтазор
QA-235016,306111276,Жануб машъали
QA-235017,202807919,Самарканд
QA-235018,305564229,Куксой
QA-235019,202807879,Гулистон
QA-235020,201284930,Нуристон
QA-235021,207106039,Кимёгар
QA-235022,207106093,Нурчи
QA-235023,201718095,Ширинобод
QA-235024,202807941,Янгиобод
QA-235026,202807847,Дустлик
QA-235029,202807894,Обод
QA-235030,202807886,Истикбол
QA-235031,207106046,Ибн Сино
QA-235032,202807862,Юксалиш
QA-235033,201286524,Навруз
QA-235034,305549048,Умр бунёдкори
QA-235035,202807815,Пахтакор
QA-235036,202807902,Навбахор
QA-18070001,202807808,Абдулла Кодирий
QA-18070038,310654146,Янги нурчи
QA-18070040,310642407,Богишамол
QA-18070037,310633077,Чаман
QA-18070039,310653868,Бустон
QA-237001,201803323,Юксалиш
QA-237002,207167944,Хужахайрон
QA-237003,205809779,Обод Юрт
QA-237004,202368603,Касби
QA-237005,206834337,Жизза
QA-237006,201803362,Галаба
QA-237007,202339622,Хужакарлик
QA-237008,201803290,Денов
QA-237010,202961641,Октепа
QA-237011,202360203,Пандирон
QA-237013,202360194,Оккамиш
QA-237014,205846195,Окжангал
QA-237017,207088971,Истиклол
QA-237018,202368610,Майманок
QA-237019,201803251,Комилон
QA-237020,202360210,Месит
QA-237023,202388903,Мирзо Улугбек
QA-237024,305464036,Обод некуз
QA-237025,202352330,Шакаржуй
QA-237026,202352354,Хужа касби
QA-237027,201803315,Муглон
QA-237028,201803354,Пахтакор
QA-237029,206844094,Фазли
QA-237031,202339614,Назартепа
QA-237032,200701790,Чулкувар
QA-237033,202352347,Талишбе
QA-237034,201803308,Камаши
QA-237035,205856895,Хужаки
QA-237037,202396799,Нуробод
QA-237038,202368627,Мустакилобод
QA-237040,202352315,Коратепа
QA-237041,205856904,Дустлик
QA-18030012,201803330,Кораконгирот
QA-18030010,201803347,Катагон
QA-18030032,207088988,Таллиюлгун
QA-18030042,308118914,Янги Майманок
QA-18030030,202388894,Соxибкор
QA-18030014,207119876,Кунгирот
QA-240003,201748787,Кукдала
QA-240004,203084514,Сойбуйи
QA-240005,203084427,Утамайли
QA-240006,303870009,Олтин бошок
QA-240007,305058628,Олтин дала
QA-240008,205685784,Бегламиш
QA-240009,201748794,Эски-анхор
QA-240010,203084363,Айритом
QA-240011,203084370,Пахталисой
QA-240012,201748803,Бахт
QA-240013,304980384,Хушали
QA-240014,203084521,Талоктепа
QA-240015,203309627,Хардури
QA-240016,206976041,Шурбозор
QA-240017,201748676,Чорвадор
QA-240018,207181224,Тошли
QA-240019,207072447,Канотли
QA-240020,201748684,Шуркудук
QA-240021,305568515,Хужаобод
QA-240022,204013164,Наймансарой
QA-240023,203084387,Умакай
QA-240038,201748709,Чиял
QA-240039,203097251,Уймовут
QA-240040,203084410,Тукмор
QA-240041,303870048,Зум
QA-240042,206976002,Галлакор
QA-240043,201748755,Кумдарё
QA-240044,203084498,Сувлик
QA-240045,203084506,Аннаруз
QA-240046,203125983,Чувуллок
QA-240085,201748763,Торжилга
QA-240086,203084331,Гулистон
QA-18080034,309122711,Мангуюрт
QA-18080036,309046781,Кучкорбулок
QA-18080033,308539105,Яшилтепа
QA-242001,202782564,Чирокчи
QA-242002,202782549,Чоштепа
QA-242024,202782571,Кишмиштепа
QA-242025,202782532,Навоий
QA-242026,201748770,Хумо
QA-242027,203084355,Обод
QA-242028,206976191,Куктош
QA-242029,207181374,Янги курилиш
QA-242030,303910179,Чоршанба
QA-242031,201748644,Жар
QA-242032,305058643,Амир Темур
QA-242033,202875732,Кизилчовра
QA-242035,201748620,Додик
QA-242036,304944903,Шакарбулок
QA-242037,203084348,Навруз
QA-242047,201748731,Калкама
QA-242048,305231190,Кургонтепа
QA-242049,207158361,Чамбил
QA-242050,203087493,Галабек
QA-242051,201748691,Лангар
QA-242052,203084481,Куруксой
QA-242053,303151689,Тарагай
QA-242054,202782524,Узбекистон
QA-242056,201748637,Пахтаобод
QA-242058,206995461,Янгикишлок
QA-242060,206976524,Чилживут
QA-242061,201748669,Дам
QA-242062,207254314,Янги дам
QA-242063,203084403,Паканди
QA-242066,207254916,Истиклол
QA-242067,201748748,Мустакиллик
QA-242068,207160812,Киргиз
QA-242070,207253119,Сохил
QA-242071,203084324,Буронжуз
QA-242072,206981281,Дурсун
QA-242074,203084459,Галлачи
QA-242076,304977989,Гулобод
QA-242077,203084466,Ок олтин
QA-242078,305517823,Яшнабод
QA-242079,206987961,Октош
QA-242081,304976855,Бешбулок
QA-242083,203084474,Араббанди
QA-242084,303275709,Куш анхор
QA-18090061,201748716,Уйшун
QA-18090091,309122062,Обу-Хаёт
QA-18090073,305170158,Чимкургон
QA-18090037,201748810,Мирзатоп
QA-18090095,308981246,Халкабод
QA-18090094,308561024,Фаровон келажак
QA-18090042,305655185,Нуробод
QA-18090026,201748652,Кахрамон
QA-18090046,201748724,Олмазор
QA-18090021,203084442,Зарбдор
QA-18090096,309104306,Ифтихор
QA-18090092,309122213,Болсувар
QA-245001,303244484,Абзият
QA-245002,203808496,Авазмалик
QA-245003,303244524,Бигми
QA-245004,204122299,Багишамол
QA-245005,204027843,Мевазор
QA-245006,202958145,Окдарё
QA-245007,202961665,Хужахуросон
QA-245008,303244500,Шанбе
QA-245009,304977094,Янгибог
QA-245010,204296296,Янгикишлок
QA-245011,305907266,Хонтепа
QA-245012,305907281,Равот
QA-245013,303244453,Янгиобод
QA-245014,203072806,Кушканот
QA-245015,304977901,Ок олтин
QA-245016,303244517,Тепар
QA-245017,204022502,Тудамайдон
QA-245018,202837501,Хазара
QA-245019,304978188,Хожимайдон
QA-245020,303301287,Чукун
QA-245021,303244460,Мактобод
QA-245022,304977822,Обод
QA-245023,203808512,Кутчи
QA-245024,202837478,Кушчинор
QA-245025,305907321,Нурафшон
QA-245027,303244549,Кумкишлок
QA-245028,303303846,Сарой
QA-245029,202983979,Шаматон
QA-245030,202922641,Духчи
QA-245033,203840395,Пахтакор
QA-245034,204132040,Уртакурган
QA-245035,303244421,Халкобод
QA-245037,305849061,Истикбол
QA-245039,305848926,Танхоз
QA-245040,304978060,Тошбулок
QA-245041,202902089,Кургантепа
QA-245042,202921137,Хитой
QA-245043,202921120,Хисор
QA-245044,204346344,Чоршанбе
QA-245045,304978100,Шакартери
QA-245046,304978117,Ширамон
QA-245047,204029452,Амир Темур
QA-245048,304978124,Полмон
QA-245049,202930173,Улоч
QA-245050,203842069,Аччиги
QA-245051,204119024,Гелон
QA-245052,304977918,Кул
QA-245053,202915104,Мираки
QA-245054,304978164,Сайёд
QA-245055,303244477,Сарчашма
QA-245056,204376229,Хисорак
QA-18100023,305907242,Навбахор
QA-18100011,303244445,Киёмшаех
QA-250001,206110139,Гозлик
QA-250002,202668300,Жийда
QA-250003,203039987,Нурафшон
QA-250004,203030256,Нурли йул
QA-250005,202668284,Обод
QA-250006,206850484,Пахтакор
QA-250007,305063377,Толлибулок
QA-250008,202668324,Узун
QA-250010,200708931,Эсат
QA-250012,206850491,Тукбой
QA-250013,202668317,Айгиркул
QA-250014,205697097,Алакуйлак
QA-250016,203045807,Жайчи
QA-250017,202668221,Жамбул
QA-250018,305161968,Истикбол
QA-250019,207180771,Истиклол
QA-250021,200709090,Кушчинор
QA-250023,200709186,Сандал
QA-250024,305061024,Учтепа
QA-250025,305062078,Фаровонлик
QA-250026,203039970,Хожаилгор
QA-250027,202668292,Янгиобод
QA-250028,302870697,Гулистон
QA-250029,203038822,Дархон
QA-250030,202668260,Ибн Сино
QA-250031,204628704,Куштегирмон
QA-250032,200710796,Кайрагоч
QA-250033,200708948,Кишлик
QA-250035,202668245,Мустакиллик
QA-250036,206883783,Навруз
QA-250037,202569036,Уйгур
QA-250038,205707272,Уламжи
QA-250039,200711035,Хиёбон
QA-250041,305061862,Чинобод
QA-250042,205373556,Шар-шарбогот
QA-250043,305067688,Шерози
QA-250044,200711050,Эски Яккабог
QA-250045,305064423,Яшнобод
QA-250046,205187755,Дарё
QA-250047,202668277,Маданият
QA-250050,203030264,Ишкент
QA-250051,207180788,Каттабог
QA-250053,203030271,Мевазор
QA-250054,204600463,Октош
QA-250055,200711043,Самок
QA-250056,305082504,Сероб
QA-250057,202668238,Татар
QA-250058,206345114,Турон
QA-250059,200711028,Урта
QA-250060,203053092,Чумич
QA-18110021,203022795,Кенгузар
QA-18110053,200710804,Чайдари
QA-18110061,207187270,Янги хаёт
QA-18110003,205042097,Бешугил
QA-18110009,308446245,Дустлик
QA-18110057,308403274,Шодлик
QA-18110038,203038839,Совукбулок
QA-18110050,204025331,Хонака
QA-18110063,310258314,Богзор
QA-401001,202808995,Бустон
QA-401002,202822513,Геолог
QA-401003,202817011,Каманди
QA-401004,202491088,Карликбогот
QA-401005,202791252,Карликхона
QA-401006,202808971,Киличбек-Кургонча
QA-401007,202421134,Комилон
QA-401008,202461038,Кунчикар
QA-401009,202559064,Магзон
QA-401011,202817067,Мустакиллик
QA-401012,202747305,Табассум
QA-401013,202817218,Амир Темур
QA-401014,202810171,Харамжуй
QA-401015,202512811,Хонтепа
QA-401016,202807618,Хужахиёл
QA-401017,202816994,Батош
QA-401019,202722162,Буюк Турон
QA-401020,202442812,Захокимарон
QA-401021,202684384,Карши
QA-401022,202413769,Кат
QA-401023,202810243,Истиклол
QA-401024,202589960,Наво
QA-401025,202817185,Шодлик
QA-401027,202794343,Октепа
QA-401028,202613829,Темир йулчи
QA-401029,202822473,Шохбекат
QA-401030,202817050,Шуртангаз
QA-401031,202817099,Ойдин
QA-401032,202822497,Пахтазор
QA-401035,202491104,Алишер Навоий
QA-401036,202822480,Нефтчи
QA-401037,202817193,Кавали
QA-401039,202817154,Нуристон
QA-401040,202798091,Гунгон
QA-401041,202454719,Беглар
QA-401042,202686460,Отчопар
QA-401043,202810188,Араловул
QA-401044,202817074,Арабхона
QA-401045,202807640,Арал
QA-401047,202689053,Гулшан
QA-401048,202822505,Дарвозатутак
QA-401049,202817004,Зогза
QA-401050,202810195,Кургонча
QA-401051,202461084,Махсумобод
QA-401052,202826364,Навруз
QA-401053,202791269,Насаф
QA-401054,202808932,Равок
QA-401058,202431478,Чакар
QA-401059,202810204,Чармгар
QA-401060,202491017,Шайхали
QA-401062,202363340,Эскианхор
QA-18150055,202817178,Чулкувар
QA-18150064,309166958,Тараккиёт
QA-18150063,309174402,Бунёдкор
QA-18150036,202491095,Накшаб
QA-18150051,202807657,Худойзод
QA-18150029,202807672,Махаллот
QA-18150045,202817107,Рогузар
QA-18150010,202564803,Г.Гулом
QA-18150057,204643315,Шайхали-1
QA-405001,303229218,Аммогон
QA-405004,202336358,Бустон
QA-405005,202915111,Гулистон
QA-405006,202436787,Галаба
QA-405007,202880252,Дустлик
QA-405008,202329531,Заргарлик
QA-405009,202329524,Зиёкор
QA-405010,202822576,Зингирон
QA-405012,202605853,Камолат
QA-405013,203996494,Катта Новкат
QA-405014,202880244,Кеш
QA-405015,202385883,Кулоллик
QA-405016,202826508,Кунчикар
QA-405017,203785069,Козигузар
QA-405018,304978149,Корасув
QA-405020,202329548,Кушхона
QA-405021,202853958,Маьрифат
QA-405022,202336341,Навруз
QA-405023,304978038,Наматон
QA-405024,202336319,Намозгох
QA-405025,202902104,Оксарой
QA-405026,202782611,Пиллакашлик
QA-405027,202971431,Сариосиё
QA-405028,202871019,Синабог
QA-405030,202880269,Турон
QA-405031,202837454,Тутзор
QA-405032,202961673,Уймовут
QA-405033,202810274,Уйчилик
QA-405035,202787557,Файзобод
QA-405036,202826490,Хабарлик
QA-405038,204023184,Чоштепа
QA-405039,203996502,Янгихаёт
QA-405040,304978171,Яшил диёр
QA-18160037,202645488,Бархаёт
QA-18160020,202645495,Кушховуз
QA-18160011,202436794,Ипак йули
QA-18160029,202809266,Тикланиш
QA-18160002,303229257,Сохибкирoн
QR-204001,203545643,Амир Темур
QR-204002,207168129,Тош ёп
QR-204003,203543930,Урта кала
QR-204004,207140188,Арна буйи
QR-204005,207140195,Бог
QR-204006,203553357,Киличбой
QR-204008,207140339,Беш овул
QR-204009,207140100,Тош калъа
QR-204010,207140117,Юкори кишлок
QR-204011,203553372,Холимбег
QR-204012,207140228,Аёкчи
QR-204013,203553364,Дурман
QR-204014,207140204,Корамон
QR-204015,207140211,Боз солма
QR-204016,203553278,Буз ёп
QR-204017,203553261,Хитой
QR-204018,207140038,Тор ёп
QR-204019,207140156,Намуна
QR-204020,203553301,Куюк купир
QR-204021,207140164,Узбекистон
QR-204022,207140171,Кизил чоли
QR-204025,207140235,Жумур овул
QR-204026,204533333,Ок олтин
QR-204027,204533340,Тулкин
QR-204028,203553325,Чойкул
QR-204029,207140014,Босув
QR-204030,203553333,Кипчок
QR-204031,207140124,Дарё буйи
QR-204032,207140132,Уйшин
QR-204033,207140149,Беш том
QR-204034,305306136,Кипчок
QR-204035,203553340,кангли
QR-204036,207140243,Кум ёп
QR-204037,203553293,Назархон
QR-204038,202781906,Беруний
QR-204040,202781945,Чордара
QR-204041,202781938,Бостон
QR-204042,202781953,Боёвул
QR-204043,207168144,Дурунки
QR-204044,202781921,Ойбек
QR-204045,202784854,Олмазор
QR-204046,207168136,Гулзор
QR-204047,202781960,Дустлик
QR-204048,207168112,Янгиобод
QR-204049,305306190,Фаровон
QR-23010043,207139994,Хизир эли
QR-23010029,202781977,А.Навои
QR-23010020,203553285,Жумуртау
QR-23010007,203553318,Бобур
QR-207001,202847275,Бирлик
QR-207005,202010004,Саркоп
QR-207006,205054991,Абай
QR-207008,205959252,Мустакиллик
QR-207009,205959244,Найман
QR-207010,205054976,Ибн-Сино
QR-207011,205054984,Турон
QR-207013,206984959,Палваш
QR-207015,202847196,Кият
QR-207016,202847140,Гулистон
QR-207017,202847157,Амир Темур
QR-207018,202010012,Навои
QR-207019,202847189,Жайхун
QR-207020,200937441,Достлик
QR-207021,202847164,Марказий
QR-207023,202847229,Истиклол
QR-207025,202847204,Бустон
QR-207027,202847251,Навруз
QR-207028,202847268,Пахтакор
QR-207030,204502617,Янгиобод
QR-207031,200937458,Олтинсой
QR-207032,202010029,Беруний
QR-207033,200937426,Бийбазар
QR-207034,200937419,Озод
QR-207035,203841576,Махтумкули
QR-207036,200937473,Тинчлик
QR-207037,200937394,Шимом
QR-207038,207320991,Саройкул
QR-207039,207320976,Оби-хаёт
QR-207040,207320984,Лолазор
QR-23020036,202847133,Хоразм
QR-23020034,202847236,Тукимачи
QR-23020010,202847244,Зиёкор
QR-23020006,202847283,Бунёдкор
QR-23020012,206984942,У.Жуманиёзов
QR-23020023,202847172,Серкуёш
QR-23020016,200937465,Кизилкала
QR-23020038,202847212,Янги Узбекистон
QR-23020037,200937402,Шоббоз
QR-23020015,205959269,Кангшартал
QR-209001,202790429,Аспантай
QR-209003,205013188,Кук сув
QR-23030005,202790396,Кусханатау
QR-23030003,202790404,Еркиндарья
QR-23030002,203147853,Бозатоу
QR-211003,204895191,Есим
QR-211006,202805501,Куралпа
QR-211010,202805485,Бердах
QR-211013,202805478,Койбак
QR-23140012,204927689,Кутли макан
QR-23140003,204895216,Ата макан
QR-23140008,202805454,Караузек
QR-23140007,204960199,Эсимузек
QR-23140005,204895184,Гарезсизлик гузари
QR-23140001,202805518,Аллаяр Досназаров
QR-23140002,202805493,Академик Сабир Камалов
QR-23140009,202805461,Караузек
QR-23140013,202841807,Маденият
QR-212001,202802807,Бахитли
QR-212002,202805439,Жузим баг
QR-212003,202802767,Нурли бостан
QR-212004,202825571,Жанабазар
QR-212005,202822362,Актуба
QR-212007,202805414,Маденият
QR-212008,202815039,Жалпак жап
QR-212009,202811764,Кумшунгул
QR-212010,202805407,Абат Макан
QR-212011,202802774,Куяшли
QR-212013,202802799,Гужим Терек
QR-212014,202805422,Абат
QR-212015,207339634,Кукузек
QR-23040009,202805399,Жилуанжап
QR-23040016,202802782,Халкабад
QR-23040010,207339627,Ийшан кала
QR-215001,206829706,Алмазар
QR-215002,203029588,Таракли
QR-215003,206829674,Гулабад
QR-215004,203029667,Таллик
QR-215005,203029650,Хан-жап
QR-215006,206829753,Адебият
QR-215007,203029674,Хорезм
QR-215009,205953103,Урнек
QR-215010,203029746,Жаслик
QR-215011,206829681,Темир жол
QR-215012,203029628,Каши
QR-215013,203029643,Бердах
QR-215014,203029635,Моншакли
QR-215015,205953127,Ажинияз
QR-215018,205953094,Устирт
QR-215019,205953087,Елабад
QR-215020,203029739,Кирик-киз
QR-215022,203029604,Кумбиз
QR-215023,203029611,Каратал
QR-215024,206829714,Хаким-ата
QR-215026,207148872,Кукдарья
QR-215027,203029707,Мийнетабад
QR-215028,206829721,Туркистан
QR-215029,207062356,Алтинкул
QR-215030,203029722,Каракалпакстан
QR-215031,203029564,Бостан
QR-215032,206829698,Туран
QR-215034,206829666,Азатлык
QR-215035,203029571,Санаат
QR-215036,203029595,Жинишке
QR-215037,203029714,Кипшак
QR-215038,203029556,Навоий
QR-215039,205953110,Сууенли
QR-23150018,203029549,Бескала
QR-23150025,206829738,Минжарган
QR-23150019,203029682,Конырат
QR-23150012,206829745,Канлы
QR-23150016,207273204,Киет
QR-23150028,203029699,Раушан
QR-218001,203054677,Бескопир
QR-218008,206979053,Жайхун
QR-218009,206923384,Арзимбет кум
QR-23130010,302688700,Маденият
QR-23130009,203054660,Сари алтин
QR-23130004,302688717,Дослик
QR-23130003,206956880,Бостан
QR-23130006,204805784,Жана кала
QR-23130007,203054645,Канликул
QR-23130011,203054684,Навриз
QR-23130008,203054653,Алтинкул
QR-222003,202800840,Жайхун
QR-222009,202800912,Мадели
QR-23050001,202800833,Арал
QR-23050009,202800857,Талли озек
QR-23050012,204516148,Хаким ата
QR-23050005,202800904,Казахдарья
QR-23050008,202800825,Мойнак
QR-23050006,207340484,Кизил жар
QR-23050010,202800889,Тик-узяк
QR-23050011,202797814,Ушсай
QR-23050003,202800872,Дослик
QR-23050002,202800896,Бозатау
QR-225002,302692032,Актерек
QR-225003,203077743,Арбаши
QR-225004,203112540,Баканшакли
QR-225005,203131803,Кердер
QR-225006,203112557,Кирантов
QR-225007,304009466,Кутан-кул
QR-225008,203216237,Саманбай
QR-23060011,310207337,Дарсан
QR-23060013,310207297,Үлгили макан
QR-23060012,310207241,Дийхан арна
QR-23060010,302692049,Ток тау
QR-23060002,202822379,Акмангит
QR-23060009,203216244,Тахиркол
QR-228001,202426958,Айдынжол
QR-228003,201832192,Жайхун
QR-228004,202780052,Кенегес
QR-228008,204759992,Нурли келешек
QR-228011,201832200,Тахиатош
QR-23180001,201832184,Обад макон
QR-23180014,310201242,Янги макон
QR-23180006,202779534,Кусшилик
QR-23180009,204760004,Орайлик
QR-23180013,201832217,Шамширак
QR-23180007,202800929,Найманкул
QR-23180012,202676964,Халклар дослиги
QR-23180010,202780131,Сарайкул
QR-23180003,202501438,Дослик
QR-230001,301050128,Дауир
QR-230002,202816567,Атакул
QR-230004,301050143,Айдин жол
QR-230005,202969804,Даукара
QR-230006,301050680,Каратерен
QR-230008,202831289,Кара-ой
QR-230009,301050095,Гарезсизлик
QR-230011,301050673,Маржанкул
QR-230012,203023328,Тахтакупир
QR-230017,204012260,Коструба
QR-23070017,301050150,Узбекистан
QR-23070007,301049467,Дауыт сай
QR-23070004,202831296,Белтау
QR-23070009,202763437,Жаңадарья
QR-23070011,202816574,Коныраткол
QR-23070001,202816582,Агитай Адилов
QR-23070015,202816599,Мулик
QR-233001,203571249,Истиклол
QR-233002,203175384,Жайхун
QR-233003,203584460,Навруз
QR-233004,203575194,Дустлик
QR-233005,203575203,Ёшлик
QR-233006,303694844,Анхорли
QR-233007,203590225,Шурахон
QR-233008,203581125,Куна Турткул
QR-233009,203585927,Пахтачи
QR-233010,203571256,Ёнбошкала
QR-233011,203581118,Шодлик
QR-233012,203571224,Беруний
QR-233013,303694812,Машъал
QR-233014,203571232,Узбекистон
QR-233015,203581140,Калтаминор
QR-233016,203601494,Пахтаобод
QR-233017,203577120,Атауба
QR-233018,203029840,Гулистон
QR-233019,202265408,Янгиобод
QR-233020,201236166,Ибн Сино
QR-233021,202959319,Мустакиллик
QR-233022,201236467,Бог-ёп
QR-233023,201826380,Навоий
QR-233024,203577137,Отаюрт
QR-233025,203605021,Кукча
QR-233026,203593370,Оккамиш
QR-233027,203596485,Окбошли
QR-233028,203567892,Тинчлик
QR-233029,203585910,Тошкент
QR-233030,203075359,Галаба
QR-233031,203551558,Узбекистон
QR-233032,203112572,Турткул
QR-233033,203182700,Туркистон
QR-233034,203488628,Марказобод
QR-233037,203585903,Тозабог ёп
QR-23080043,310209681,Тозабузёп
QR-23080045,310209935,Туркман кули
QR-23080040,310206339,Нурли йул
QR-23080044,310212015,Яхтилик
QR-23080048,310220734,Базирган
QR-23080039,310215059,Яшнобод
QR-23080042,310183550,Мискин
QR-23080046,310223950,Янги хаёт
QR-23080038,310207606,Зиёкор
QR-23080049,310221234,Бахор
QR-23080041,310224808,Нурли уллибог
QR-23080047,310217854,Нурата
QR-23080014,203581133,Кумбаскан
QR-23080033,203594662,Уллубог
QR-236001,202780210,Байтерек
QR-236002,202831329,Жузимзар
QR-236003,202780170,Тинишлик
QR-236004,202780148,Кун нури
QR-236005,202780163,Обод
QR-236006,202780242,Муртазабий
QR-236007,202780155,Таскупир
QR-236009,202780314,Нурли жол
QR-236010,202780187,Киркинши
QR-236011,202780203,Суенли
QR-236012,202780124,Парвоз
QR-236013,202780076,Кумбиз
QR-236014,202780194,Шагалакол
QR-236015,202780274,Тутзар
QR-236016,202780281,Бунёдкор
QR-236017,202780227,Навруз
QR-236021,202780266,Жана жап
QR-236023,202780084,Саманкул
QR-236025,207075173,Кумжиккин
QR-236026,207168627,Мустакиллик
QR-23090013,202780259,Маданият
QR-23090001,202780306,Амударья
QR-23090008,202780298,Кулаб
QR-23090005,207151546,Жан Кунгирот
QR-23090028,310198563,Багман
QR-23090004,202518486,Жайхун
QR-23090021,202780234,Саричунгил
QR-23090027,310198319,Сабик
QR-240001,202665194,Гужимли
QR-240002,202665202,Абат Макан
QR-240003,202665226,Шахтемир
QR-240004,202665265,Бердах
QR-240005,202665234,Жипек жолы
QR-240006,202665241,Кукши кала
QR-240007,203712775,Темир жол гузари
QR-240008,202665258,Кара кул
QR-240009,203712783,Кунши
QR-240010,203712768,Оржап
QR-240011,202665219,Дослик
QR-240012,201012026,Кенес
QR-240013,201012002,Костерек
QR-240016,201011992,Тазгара
QR-240017,201011984,Тагжап
QR-240018,201012019,Таза-жол
QR-240019,201011977,Бахитли
QR-240020,201011960,Майжап
QR-23100005,308834206,Гулистан
QR-23100017,205901705,Пашент-тау
QR-23100008,206922805,Камыс арык
QR-23100014,201012034,Кизил узек
QR-243001,202951639,Ак жап
QR-243002,202935221,Моншакли
QR-243003,203935158,Айбуйир
QR-243004,202951646,Мами
QR-243005,202951661,Дийханабад
QR-243006,202951678,Кетенлер
QR-243007,202780069,Бегжап
QR-243008,207273118,Карабайли
QR-243009,202951654,Бирлешик
QR-243010,202951685,Сарманбайкол
QR-243012,202935238,Таза базар
QR-243013,202935253,Маденият
QR-23110011,202935245,Навриз
QR-250001,203093621,Тоза-бог
QR-250002,304773199,Жасорат
QR-250003,304773150,Навбахор
QR-250005,207164704,Сахтиён
QR-250006,203093724,Кизилкум
QR-250007,204247862,Чукуркок
QR-250008,203093677,Гулистон
QR-250009,203093645,Кирккизобод
QR-250010,207107607,Ок-олтин
QR-250011,207138806,Янги Узбекистон
QR-250012,203093684,Навоий
QR-250013,304773088,Ифтихор
QR-250014,304773135,Кичик Гулдурсун
QR-250015,203093700,Акчакул
QR-250016,203093717,Шарк Юлдузи
QR-250017,207138821,Тупроккалъа
QR-250018,203093606,Дустлик
QR-250019,203093614,Амиробод
QR-250020,207138774,Ихлос
QR-250021,207138766,Коинот
QR-250022,203093660,Сарабий
QR-250023,207138727,Думанкалъа
QR-250024,304779174,Кошкура
QR-250026,207138781,Пахтачи
QR-250027,207138798,Чупон
QR-250028,203093692,Элликкала
QR-250030,203093749,Бустон
QR-250031,203093756,Ибн-Сино
QR-250033,203093771,Абай
QR-250034,203093764,Тошкент
QR-250035,206953933,Каваткала
QR-250036,305254455,Истиклол
QR-23120040,310231292,Бархаёт
QR-23120039,310219488,Турт девор
QR-23120013,308824147,Икбол
QR-23120038,310219495,Бургуткалъа
QR-23120001,203093732,Алишер Навоий
QR-23120022,203093638,Гулдурсун
QR-23120020,203093653,Киличинак
QR-23120003,207138814,Аёзкалъа
QR-401003,202775398,Айдин жол
QR-401004,200363294,Шимбай шайхана
QR-401005,202822308,Халиклар дослиги
QR-401006,202822290,Шыгыс
QR-401008,202822283,Тинишлик
QR-401010,202847101,Сарбиназ
QR-401011,202691449,Тунгиш конис
QR-401012,202029952,Курилисши
QR-401014,201895162,Алмазар
QR-401017,202714615,Байтерек
QR-401018,202684170,Наупир
QR-401019,202680335,Каттагар
QR-401020,202676924,Гуне кала
QR-401021,202170494,Таслак
QR-401022,202809400,Жолшилар
QR-401024,202030139,Жеке терек
QR-401025,202825152,Туран
QR-401027,202793614,Темир жол
QR-401029,202797655,Нур
QR-401031,202797670,Жанабазар
QR-401032,202895329,Кос булак
QR-401033,205170650,Кизил кум
QR-401034,205170604,Жайхун
QR-401037,205211314,Жууазшы
QR-401038,205226999,Бестобе
QR-401039,205211345,Жийдели байсин
QR-401040,205211353,Амударья
QR-401041,205211306,Ак жагис
QR-401042,205211338,Саманбай
QR-401043,205211321,Анасай
QR-401044,200363152,Каратау
QR-401045,206993608,Боз ауыл
QR-401046,206993615,Кутли конис
QR-401048,207027270,Ак отау
QR-401049,207010239,Гузар
QR-401050,207049798,Берекет
QR-401051,207061104,Гарезсизлик
QR-401053,207096890,Алланияз Кахарман
QR-401055,207151585,Жипек жолы
QR-401056,207151561,Дослик гузари
QR-401057,207151578,Гулзар
QR-401058,207151554,Телеорай
QR-401059,207289254,Ватанпарвар
QR-401060,306882497,Шимбай гузари
QR-401061,306882458,Ата макан
QR-23170024,202227564,Дослик
QR-23170048,202809384,Урнек
QR-23170057,207337749,Узин кул
QR-23170006,207337978,Алтин жагис
QR-23170011,202838800,Бакшилик
QR-23170022,202809360,Дарбент
QR-23170016,202698596,Ботаника баги
QR-23170034,205358257,Кук узек
QR-23170040,207100799,Кутли макан
QR-23170025,202775406,Элиабат
QR-23170066,310218552,Жана заман
QR-23170069,310216760,Жас аулад
QR-23170038,207012038,Кумбиз аул
QR-23170036,202844256,Кос-кул
QR-23170046,205170595,Навриз
QR-23170060,202838792,Шайирлар аули
QR-23170044,205226982,Наукан баг
QR-23170067,310216215,Нурли бостан
QR-23170071,310218140,Исбилерменлер аймаги
QR-23170065,310222730,Жасыл баг
QR-23170070,310220916,Шадли овул
QR-23170007,207337961,Аманлик гузари
QR-23170059,202029976,Хауа жоли
QR-23170037,202809392,Кум овул
QR-23170068,310218544,Абат макан
QR-23170043,207047175,Навбахар
SA-203002,202842267,Мустакиллик
SA-203003,202854480,Окдарё
SA-203004,202842339,Пичокчи
SA-203005,202846238,Янгиобод
SA-203007,202839467,Кумушкент
SA-203008,202839522,Бозоржой
SA-203009,202839482,Бошдархон
SA-203010,202839561,Дахбед
SA-203012,202854473,Олчинтепа
SA-203013,202839450,Пахтаобод
SA-203014,203655245,Пулатдархон
SA-203015,203645700,Чорбог
