tin,district_soato,uzcad_code,code,name_uz_latin,name_uz_cyril,name_ru
207140195,1735204,1735204017,23010008,Bog',Боғ,Бог
207140211,1735204,1735204018,23010012,Bo‘z solma,Бўз солма,Боз солма
207140339,1735204,1735204016,23010005,Besh ovul,Беш овул,Беш овул
207140014,1735204,1735204002,23010010,Bosuv,Босув,Босув
202781938,1735204,1735204046,23010013,Bo‘ston,Бўстон,Бостон
207168136,1735204,1735204003,23010014,Gulzor,Гулзор,Гулзор
202781953,1735204,1735204030,23010009,Boyovul,Боёвул,Боёвул
207140038,1735204,1735204039,23010035,Tor yop,Тор ёп,Тор ёп
207140171,1735204,1735204037,23010022,Qizil choli,Қизил чоли,Кизил чоли
207140124,1735204,1735204004,23010015,Daryo bo‘yi,Дарё бўйи,Дарё буйи
207140156,1735204,1735204047,23010031,Namuna,Намуна,Намуна
202781960,1735204,1735204020,23010018,Do‘stlik,Дўстлик,Дустлик
207168112,1735204,1735204029,23010049,Yangiobod,Янгиобод,Янгиобод
207140132,1735204,1735204010,23010040,Uyshin,Уйшин,Уйшин
203553333,1735204,1735204005,23010025,Qipchoq,Қипчоқ,Кипчок
202784854,1735204,1735204008,23010034,Olmazor,Олмазор,Олмазор
207168144,1735204,1735204032,23010017,Durunki,Дурунки,Дурунки
207140188,1735204,1735204015,23010003,Arna bo‘yi,Арна бўйи,Арна буйи
202781921,1735204,1735204007,23010032,Oybek,Ойбек,Ойбек
207140228,1735204,1735204013,23010001,Ayoqchi,Аёқчи,Аёкчи
305306190,1735204,1735204025,23010042,Farovon,Фаровон,Фаровон
207140117,1735204,1735204028,23010048,Yuqori qishloq,Юқори қишлоқ,Юкори кишлок
207140243,1735204,1735204043,23010027,Qum yop,Қум ёп,Кум ёп
207140149,1735204,1735204001,23010006,Besh tom,Беш том,Беш том
202781906,1735204,1735204045,23010004,Beruniy,Беруний,Беруний
202781945,1735204,1735204049,23010047,Chordara,Чордара,Чордара
207140204,1735204,1735204022,23010026,Qoramon,Қорамон,Корамон
207140164,1735204,1735204040,23010039,O'zbekiston,Ўзбекистон,Узбекистон
207140235,1735204,1735204033,23010019,Jumur ovul,Жумур овул,Жумур овул
203553293,1735204,1735204012,23010030,Nazarxon,Назархон,Назархон
207139994,1735204,1735204026,23010043,Xizir eli,Хизир эли,Хизир эли
202781977,1735204,1735204044,23010029,A.Navoiy,А.Навоий,А.Навои
207140100,1735204,1735204023,23010037,Tosh qal’a,Тош қалъа,Тош калъа
203553325,1735204,1735204011,23010046,Choyko‘l,Чойкўл,Чойкул
203553285,1735204,1735204034,23010020,Jumurtau,Жумуртау,Жумуртау
305306136,1735204,1735204006,23010024,Qipchoq,Қипчоқ,Кипчок
203553278,1735204,1735204031,23010011,Bo‘z yop,Бўз ёп,Буз ёп
203553340,1735204,1735204042,23010021,Qangli,Қангли,кангли
203545643,1735204,1735204014,23010002,Amir Temur,Амир Темур,Амир Темур
203553301,1735204,1735204036,23010028,Kuyuk ko‘pir,Куюк кўпир,Куюк купир
203553372,1735204,1735204027,23010045,Xolimbeg,Холимбег,Холимбег
204533333,1735204,1735204038,23010033,Oq oltin,Оқ олтин,Ок олтин
204533340,1735204,1735204009,23010038,To‘lqin,Тўлқин,Тулкин
207168129,1735204,1735204048,23010036,Tosh yop,Тош ёп,Тош ёп
203553357,1735204,1735204021,23010023,Qilichboy,Қиличбой,Киличбой
203553318,1735204,1735204035,23010007,Bobur,Бобур,Бобур
203553364,1735204,1735204019,23010016,Do'rman,Дўрман,Дурман
203543930,1735204,1735204024,23010041,O‘rta qal’a,Ўрта қалъа,Урта кала
203553261,1735204,1735204041,23010044,Xitoy,Хитой,Хитой
205054991,1735207,1735207001,23020002,Abay,Абай,Абай
202847133,1735207,1735207010,23020036,Xorazm,Хоразм,Хоразм
202847236,1735207,1735207034,23020034,To‘qimachi,Тўқимачи,Тукимачи
202847275,1735207,1735207011,23020005,Birlik,Бирлик,Бирлик
202847251,1735207,1735207014,23020024,Navruz,Навруз,Навруз
202847244,1735207,1735207029,23020010,Ziyokor,Зиёкор,Зиёкор
202847164,1735207,1735207033,23020019,Markaziy,Марказий,Марказий
202010012,1735207,1735207026,23020022,Navoiy,Навоий,Навои
202847268,1735207,1735207016,23020030,Paxtakor,Пахтакор,Пахтакор
202847283,1735207,1735207030,23020006,Bunyodkor,Бунёдкор,Бунёдкор
204502617,1735207,1735207028,23020040,Yangiobod,Янгиобод,Янгиобод
206984942,1735207,1735207019,23020012,U.Jumaniyozov,У.Жуманиёзов,У.Жуманиёзов
207320991,1735207,1735207040,23020032,Saroyko‘l,Саройкўл,Саройкул
205054976,1735207,1735207031,23020013,Ibn-Sino,Ибн-Сино,Ибн-Сино
202847229,1735207,1735207032,23020014,Istiqlol,Истиқлол,Истиклол
207320984,1735207,1735207020,23020018,Lolazor,Лолазор,Лолазор
200937441,1735207,1735207022,23020009,Dostlik,Достлик,Достлик
202847157,1735207,1735207021,23020001,Amir Temur,Амир Темур,Амир Темур
207320976,1735207,1735207039,23020026,Obi-xayot,Оби-хаёт,Оби-хаёт
202847172,1735207,1735207013,23020023,Serquyosh,Серқуёш,Серкуёш
202847140,1735207,1735207004,23020008,Guliston,Гулистон,Гулистон
202847196,1735207,1735207006,23020017,Qiyat,Қият,Кият
205054984,1735207,1735207035,23020035,Turon,Турон,Турон
206984959,1735207,1735207015,23020029,Palvash,Палваш,Палваш
205959244,1735207,1735207008,23020025,Nayman,Найман,Найман
200937465,1735207,1735207024,23020016,Qizilqal’a,Қизилқалъа,Кизилкала
200937426,1735207,1735207003,23020004,Biybazar,Бийбазар,Бийбазар
202847189,1735207,1735207023,23020011,Jayhun,Жайҳун,Жайхун
202010029,1735207,1735207002,23020003,Beruniy,Беруний,Беруний
202847204,1735207,1735207012,23020007,Bo‘ston,Бўстон,Бустон
200937458,1735207,1735207009,23020028,Oltinsoy,Олтинсой,Олтинсой
200937419,1735207,1735207027,23020027,Ozod,Озод,Озод
202010004,1735207,1735207017,23020031,Sarkop,Саркоп,Саркоп
202847212,1735207,1735207036,23020038,Yangi O'zbekiston,Янги Ўзбекистон,Янги Узбекистон
200937402,1735207,1735207037,23020037,Shobboz,Шоббоз,Шоббоз
203841576,1735207,1735207025,23020020,Maxtumquli,Махтумқули,Махтумкули
205959252,1735207,1735207007,23020021,Mustaqillik,Мустақиллик,Мустакиллик
205959269,1735207,1735207005,23020015,Qangshartal,Қангшартал,Кангшартал
200937394,1735207,1735207038,23020039,Shimom,Шимом,Шимом
200937473,1735207,1735207018,23020033,Tinchlik,Тинчлик,Тинчлик
204927689,1735211,1735211011,23140012,Qutli makan,Қутли макан,Кутли макан
204895216,1735211,1735211008,23140003,Ata makan,Ата макан,Ата макан
204895191,1735211,1735211001,23140006,Esim,Есим,Есим
202805478,1735211,1735211004,23140010,Qoybaq,Қойбақ,Койбак
202805454,1735211,1735211007,23140008,Qarao'zek,Қараўзек,Караузек
204960199,1735211,1735211013,23140007,Esimo'zek,Эсимўзек,Эсимузек
202805485,1735211,1735211002,23140004,Berdax,Бердах,Бердах
204895184,1735211,1735211009,23140005,G'arezsizlik guzari,Ғарезсизлик гузари,Гарезсизлик гузари
202805501,1735211,1735211005,23140011,Quralpa,Қуралпа,Куралпа
202805518,1735211,1735211006,23140001,Allayar Dosnazarov,Аллаяр Досназаров,Аллаяр Досназаров
202805493,1735211,1735211003,23140002,Akademik Sabir Kamalov,Академик Сабир Камалов,Академик Сабир Камалов
202805461,1735211,1735211012,23140009,Qarao'zek,Қараўзек,Караузек
202841807,1735211,1735211010,23140013,Madeniyat,Маденият,Маденият
202802799,1735212,1735212015,23040005,Gujim Terek,Гужим Терек,Гужим Терек
202805422,1735212,1735212003,23040002,Abat,Абат,Абат
202802807,1735212,1735212014,23040004,Baxitli,Бахитли,Бахитли
202805414,1735212,1735212007,23040014,Madeniyat,Маденият,Маденият
202802774,1735212,1735212016,23040013,Quyashli,Қуяшли,Куяшли
202802767,1735212,1735212002,23040015,Nurli bostan,Нурли бостан,Нурли бостан
202805407,1735212,1735212013,23040001,Abat Makan,Абат Макан,Абат Макан
202811764,1735212,1735212009,23040012,Qumshungul,Қумшунгул,Кумшунгул
202805439,1735212,1735212001,23040008,Juzim bag',Жузим бағ,Жузим баг
202805399,1735212,1735212006,23040009,Jiluanjap,Жилуанжап,Жилуанжап
202815039,1735212,1735212008,23040006,Jalpaq jap,Жалпақ жап,Жалпак жап
202825571,1735212,1735212005,23040007,Janabazar,Жанабазар,Жанабазар
202802782,1735212,1735212010,23040016,Xalqabad,Халқабад,Халкабад
202822362,1735212,1735212012,23040003,Aqtuba,Ақтуба,Актуба
207339627,1735212,1735212004,23040010,Iyshan qala,Ийшан қала,Ийшан кала
207339634,1735212,1735212011,23040017,Ko'ko'zek,Кўкўзек,Кукузек
206979053,1735218,1735218008,23130005,Jayxun,Жайхун,Жайхун
302688700,1735218,1735218006,23130010,Madeniyat,Маденият,Маденият
203054660,1735218,1735218007,23130009,Sari altin,Сари алтин,Сари алтин
206923384,1735218,1735218009,23130001,Arzimbet qum,Арзимбет қум,Арзимбет кум
302688717,1735218,1735218011,23130004,Dosliq,Дослиқ,Дослик
203054677,1735218,1735218001,23130002,Beskopir,Бескопир,Бескопир
206956880,1735218,1735218005,23130003,Bostan,Бостан,Бостан
204805784,1735218,1735218004,23130006,Janga qala,Жаңа қала,Жана кала
203054645,1735218,1735218003,23130007,Qanlikul,Қанликул,Канликул
203054684,1735218,1735218002,23130011,Navriz,Навриз,Навриз
203054653,1735218,1735218010,23130008,Altinko'l,Алтинкўл,Алтинкул
203029588,1735215,1735215002,23150032,Taraqli,Тарақли,Таракли
206829721,1735215,1735215028,23150035,Turkistan,Туркистан,Туркистан
203029722,1735215,1735215030,23150013,Qaraqalpaqstan,Қарақалпақстан,Каракалпакстан
206829674,1735215,1735215003,23150008,Gulabad,Гулабад,Гулабад
206829706,1735215,1735215001,23150004,Almazar,Алмазар,Алмазар
203029564,1735215,1735215031,23150007,Bostan,Бостан,Бостан
203029667,1735215,1735215004,23150031,Talliq,Таллиқ,Таллик
203029549,1735215,1735215033,23150018,Besqala,Бесқала,Бескала
203029746,1735215,1735215010,23150010,Jasliq,Жаслиқ,Жаслик
203029650,1735215,1735215005,23150038,Xan-jap,Хан-жап,Хан-жап
203029628,1735215,1735215012,23150015,Qashi,Қаши,Каши
206829681,1735215,1735215011,23150033,Temir jol,Темир жол,Темир жол
206829714,1735215,1735215024,23150037,Hakim-ata,Ҳаким-ата,Хаким-ата
207062356,1735215,1735215029,23150005,Altinko'l,Алтинкўл,Алтинкул
206829698,1735215,1735215032,23150034,Turan,Туран,Туран
206829738,1735215,1735215021,23150025,Minjarg'an,Минжарған,Минжарган
203029635,1735215,1735215014,23150024,Monshaqli,Моншақли,Моншакли
203029595,1735215,1735215036,23150011,Jinishke,Жинишке,Жинишке
203029571,1735215,1735215035,23150029,Sanaat,Санаат,Санаат
206829666,1735215,1735215034,23150003,Azatliq,Азатлық,Азатлык
203029604,1735215,1735215022,23150020,Qumbiz,Қумбиз,Кумбиз
203029643,1735215,1735215013,23150006,Berdax,Бердах,Бердах
203029739,1735215,1735215020,23150022,Qiriq-qiz,Қириқ-қиз,Кирик-киз
203029611,1735215,1735215023,23150014,Qaratal,Қаратал,Каратал
203029682,1735215,1735215017,23150019,Qongirat,Қоңырат,Конырат
205953094,1735215,1735215018,23150036,Ustirt,Устирт,Устирт
205953110,1735215,1735215039,23150030,Suo‘enli,Суўенли,Сууенли
206829745,1735215,1735215016,23150012,Qangli,Қаңлы,Канлы
203029674,1735215,1735215007,23150039,Xorezm,Хорезм,Хорезм
205953127,1735215,1735215015,23150002,Ajiniyaz,Ажинияз,Ажинияз
203029556,1735215,1735215038,23150026,Navoiy,Навоий,Навоий
207273204,1735215,1735215008,23150016,Kiet,Киет,Киет
203029714,1735215,1735215037,23150021,Qipshaq,Қипшақ,Кипшак
207148872,1735215,1735215026,23150017,Ko'kdarya,Кўкдарья,Кукдарья
205953103,1735215,1735215009,23150027,O'rnek,Ўрнек,Урнек
205953087,1735215,1735215019,23150009,Elabad,Елабад,Елабад
206829753,1735215,1735215006,23150001,Adebiyat,Адебият,Адебият
203029707,1735215,1735215027,23150023,Miynetabad,Мийнетабад,Мийнетабад
203029699,1735215,1735215025,23150028,Raushan,Раушан,Раушан
202800833,1735222,1735222002,23050001,Aral,Арал,Арал
202800840,1735222,1735222003,23050004,Jayxun,Жайхун,Жайхун
202800857,1735222,1735222004,23050009,Talli ozek,Талли озек,Талли озек
204516148,1735222,1735222010,23050012,Xakim ata,Хаким ата,Хаким ата
202800904,1735222,1735222012,23050005,Kazaxdarya,Казахдарья,Казахдарья
202800825,1735222,1735222001,23050008,Moynaq,Мойнақ,Мойнак
207340484,1735222,1735222011,23050006,Qizil jar,Қизил жар,Кизил жар
202800912,1735222,1735222009,23050007,Madeli,Мадели,Мадели
202800889,1735222,1735222007,23050010,Tik-uzyak,Тик-узяк,Тик-узяк
202797814,1735222,1735222006,23050011,Ushsay,Ушсай,Ушсай
202800872,1735222,1735222005,23050003,Dosliq,Дослиқ,Дослик
202800896,1735222,1735222008,23050002,Bozatau,Бозатау,Бозатау
202797655,1735401,1735401029,23170047,Nur,Нур,Нур
202227564,1735401,1735401009,23170024,Doslik,Дослик,Дослик
207049798,1735401,1735401050,23170013,Bereket,Берекет,Берекет
205211321,1735401,1735401043,23170009,Anasay,Анасай,Анасай
200363294,1735401,1735401004,23170063,Shimbay shayxana,Шимбай шайхана,Шимбай шайхана
207061104,1735401,1735401051,23170018,G'arezsizlik,Ғарезсизлик,Гарезсизлик
205211353,1735401,1735401040,23170008,Amudarya,Амударья,Амударья
202714615,1735401,1735401017,23170012,Bayterek,Байтерек,Байтерек
205170604,1735401,1735401034,23170026,Jayxun,Жайхун,Жайхун
202809384,1735401,1735401028,23170048,O'rnek,Ўрнек,Урнек
207337749,1735401,1735401062,23170057,Uzin ko'l,Узин кўл,Узин кул
202030139,1735401,1735401024,23170028,Jeke terek,Жеке терек,Жеке терек
202895329,1735401,1735401032,23170035,Qos bulaq,Қос булақ,Кос булак
202822290,1735401,1735401006,23170061,Shig'is,Шығыс,Шыгыс
202825152,1735401,1735401025,23170055,Turan,Туран,Туран
207151561,1735401,1735401056,23170023,Dosliq guzari,Дослиқ гузари,Дослик гузари
202691449,1735401,1735401011,23170054,Tung'ish qonis,Тунғиш қонис,Тунгиш конис
207337978,1735401,1735401064,23170006,Altin jag'is,Алтин жағис,Алтин жагис
202797670,1735401,1735401031,23170027,Jangabazar,Жаңабазар,Жанабазар
205211345,1735401,1735401039,23170029,Jiydeli baysin,Жийдели байсин,Жийдели байсин
202170494,1735401,1735401021,23170051,Taslaq,Таслақ,Таслак
205226999,1735401,1735401038,23170014,Bestobe,Бестобе,Бестобе
202809400,1735401,1735401022,23170031,Jolshilar,Жолшилар,Жолшилар
202838800,1735401,1735401030,23170011,Baqshiliq,Бақшилиқ,Бакшилик
202822283,1735401,1735401008,23170056,Tinishliq,Тинишлиқ,Тинишлик
205211306,1735401,1735401041,23170002,Aq jag'is,Ақ жағис,Ак жагис
202809360,1735401,1735401016,23170022,Darbent,Дарбент,Дарбент
205170650,1735401,1735401033,23170042,Qizil qum,Қизил қум,Кизил кум
202029952,1735401,1735401012,23170039,Qurilisshi,Қурилисши,Курилисши
202775398,1735401,1735401003,23170001,Aydin jol,Айдин жол,Айдин жол
205211338,1735401,1735401042,23170049,Samanbay,Саманбай,Саманбай
206993615,1735401,1735401046,23170041,Qutli qonis,Қутли қонис,Кутли конис
202698596,1735401,1735401001,23170016,Botanika bag'i,Ботаника бағи,Ботаника баги
207096890,1735401,1735401053,23170004,Allaniyaz Qaharman,Алланияз Қаҳарман,Алланияз Кахарман
201895162,1735401,1735401014,23170005,Almazar,Алмазар,Алмазар
207151585,1735401,1735401055,23170030,Jipek joli,Жипек жолы,Жипек жолы
207151554,1735401,1735401058,23170052,Teleoray,Телеорай,Телеорай
202793614,1735401,1735401027,23170053,Temir jol,Темир жол,Темир жол
202847101,1735401,1735401010,23170050,Sarbinaz,Сарбиназ,Сарбиназ
207010239,1735401,1735401049,23170020,Guzar,Гузар,Гузар
207151578,1735401,1735401057,23170021,Gulzar,Гулзар,Гулзар
202822308,1735401,1735401005,23170058,Xaliqlar dosligi,Халиқлар дослиги,Халиклар дослиги
205358257,1735401,1735401026,23170034,Ko'k o'zek,Кўк ўзек,Кук узек
207100799,1735401,1735401054,23170040,Qutli makan,Қутли макан,Кутли макан
207289254,1735401,1735401059,23170017,Vatanparvar,Ватанпарвар,Ватанпарвар
202775406,1735401,1735401015,23170025,Eliabat,Элиабат,Элиабат
206993608,1735401,1735401045,23170015,Boz ao'il,Боз аўыл,Боз ауыл
202684170,1735401,1735401018,23170045,Nao'pir,Наўпир,Наупир
310218552,1735401,1735401066,23170066,Janga zaman,Жаңа заман,Жана заман
310216760,1735401,1735401069,23170069,Jas ao'lad,Жас әўлад,Жас аулад
207012038,1735401,1735401047,23170038,Qumbiz aul,Қумбиз аул,Кумбиз аул
202680335,1735401,1735401019,23170033,Kattagar,Каттагар,Каттагар
200363152,1735401,1735401044,23170064,Qaratao',Қаратаў,Каратау
202844256,1735401,1735401013,23170036,Qos-ko'l,Қос-кўл,Кос-кул
306882458,1735401,1735401061,23170010,Ata makan,Ата макан,Ата макан
202676924,1735401,1735401020,23170019,Go'ne qala,Гўне қала,Гуне кала
207027270,1735401,1735401048,23170003,Aq otao‘,Ақ отаў,Ак отау
205170595,1735401,1735401035,23170046,Navriz,Навриз,Навриз
202838792,1735401,1735401007,23170060,Shayirlar auli,Шайирлар аули,Шайирлар аули
205226982,1735401,1735401036,23170044,Nao'qan bag',Наўқан бағ,Наукан баг
310216215,1735401,1735401067,23170067,Nurli bostan,Нурли бостан,Нурли бостан
310218140,1735401,1735401071,23170071,Isbilermenler aymag'i,Исбилерменлер аймағи,Исбилерменлер аймаги
310222730,1735401,1735401065,23170065,Jasil bag',Жасыл бағ,Жасыл баг
310220916,1735401,1735401070,23170070,Shadli ovul,Шадли овул,Шадли овул
207337961,1735401,1735401063,23170007,Amanliq guzari,Аманлиқ гузари,Аманлик гузари
202029976,1735401,1735401002,23170059,Xaua joli,Хауа жоли,Хауа жоли
306882497,1735401,1735401060,23170062,Shimbay guzari,Шимбай гузари,Шимбай гузари
202809392,1735401,1735401023,23170037,Qum ovul,Қум овул,Кум овул
310218544,1735401,1735401068,23170068,Abat makan,Абат макан,Абат макан
205211314,1735401,1735401037,23170032,Juo'azshi,Жуўазшы,Жууазшы
207047175,1735401,1735401052,23170043,Navbahar,Навбаҳар,Навбахар
310207337,1735225,1735225011,23060011,Darsan,Дарсан,Дарсан
310207297,1735225,1735225013,23060013,Үlgili makan,Үлгили макан,Үлгили макан
310207241,1735225,1735225012,23060012,Diyxan arna,Дийхан арна,Дийхан арна
304009466,1735225,1735225005,23060007,Qutan-ko'l,Қутан-кўл,Кутан-кул
302692049,1735225,1735225008,23060010,Tok tau,Ток тау,Ток тау
203216237,1735225,1735225010,23060008,Samanbay,Саманбай,Саманбай
203131803,1735225,1735225007,23060005,Kerder,Кердер,Кердер
203112540,1735225,1735225004,23060004,Baqanshaqli,Бақаншақли,Баканшакли
302692032,1735225,1735225001,23060001,Aqterek,Ақтерек,Актерек
202822379,1735225,1735225009,23060002,Aqmang'it,Ақманғит,Акмангит
203112557,1735225,1735225002,23060006,Qirantov,Қирантов,Кирантов
203216244,1735225,1735225003,23060009,Taxirkol,Тахиркол,Тахиркол
203077743,1735225,1735225006,23060003,Arbashi,Арбаши,Арбаши
204012260,1735230,1735230017,23070013,Qostruba,Қоструба,Коструба
301050143,1735230,1735230004,23070002,Aydin jol,Айдин жол,Айдин жол
203023328,1735230,1735230012,23070016,Taxtako'pir,Тахтакўпир,Тахтакупир
301050095,1735230,1735230008,23070005,G'arezsizlik,Ғарезсизлик,Гарезсизлик
301050150,1735230,1735230010,23070017,O'zbekistan,Ўзбекистан,Узбекистан
301049467,1735230,1735230016,23070007,Dao'ыt say,Даўыт сай,Дауыт сай
202831296,1735230,1735230007,23070004,Beltau,Белтау,Белтау
301050128,1735230,1735230003,23070006,Dao‘ir,Даўир,Дауир
202763437,1735230,1735230002,23070009,Jaңadarya,Жаңадарья,Жаңадарья
202831289,1735230,1735230009,23070012,Qara-oy,Қара-ой,Кара-ой
202816567,1735230,1735230001,23070003,Atako'l,Атакўл,Атакул
202816574,1735230,1735230014,23070011,Qongiratkol,Қоңыраткөл,Коныраткол
301050673,1735230,1735230011,23070014,Marjanko'l,Маржанкўл,Маржанкул
202969804,1735230,1735230005,23070008,Dao‘qara,Даўқара,Даукара
202816582,1735230,1735230013,23070001,Ag'itay Adilov,Ағитай Адилов,Агитай Адилов
202816599,1735230,1735230015,23070015,Mulik,Мулик,Мулик
301050680,1735230,1735230006,23070010,Qarateren,Қаратерен,Каратерен
203182700,1735233,1735233035,23080029,Turkiston,Туркистон,Туркистон
203575194,1735233,1735233001,23080007,Do‘stlik,Дўстлик,Дустлик
201236166,1735233,1735233023,23080010,Ibn Sino,Ибн Сино,Ибн Сино
203585910,1735233,1735233034,23080026,Toshkent,Тошкент,Тошкент
203571232,1735233,1735233015,23080032,O'zbekiston,Ўзбекистон,Узбекистон
310209681,1735233,1735233043,23080043,Tozabo‘zyop,Тозабўзёп,Тозабузёп
201826380,1735233,1735233026,23080019,Navoiy,Навоий,Навоий
202959319,1735233,1735233025,23080018,Mustaqillik,Мустақиллик,Мустакиллик
203575203,1735233,1735233002,23080008,Yoshlik,Ёшлик,Ёшлик
202265408,1735233,1735233027,23080037,Yangiobod,Янгиобод,Янгиобод
310209935,1735233,1735233045,23080045,Turkman ko'li,Туркман кўли,Туркман кули
203551558,1735233,1735233029,23080031,O'zbekiston,Ўзбекистон,Узбекистон
310206339,1735233,1735233040,23080040,Nurli yo‘l,Нурли йўл,Нурли йул
310212015,1735233,1735233044,23080044,Yaxtilik,Яхтилик,Яхтилик
310220734,1735233,1735233048,23080048,Bazirgan,Базирган,Базирган
203581118,1735233,1735233016,23080034,Shodlik,Шодлик,Шодлик
310215059,1735233,1735233039,23080039,Yashnobod,Яшнобод,Яшнобод
203488628,1735233,1735233031,23080016,Markazobod,Марказобод,Марказобод
203075359,1735233,1735233030,23080005,G'alaba,Ғалаба,Галаба
310183550,1735233,1735233042,23080042,Miskin,Мискин,Мискин
310223950,1735233,1735233046,23080046,Yangi hayot,Янги ҳаёт,Янги хаёт
203571249,1735233,1735233004,23080011,Istiqlol,Истиқлол,Истиклол
203571224,1735233,1735233013,23080003,Beruniy,Беруний,Беруний
203567892,1735233,1735233032,23080027,Tinchlik,Тинчлик,Тинчлик
310207606,1735233,1735233038,23080038,Ziyokor,Зиёкор,Зиёкор
203584460,1735233,1735233005,23080020,Navro‘z,Наврўз,Навруз
310221234,1735233,1735233049,23080049,Bahor,Баҳор,Бахор
203112572,1735233,1735233036,23080030,To‘rtko‘l,Тўрткўл,Турткул
201236467,1735233,1735233021,23080004,Bog'-yop,Боғ-ёп,Бог-ёп
310224808,1735233,1735233041,23080041,Yakkatol,Нурли уллибоғ,Нурли уллибог
303694812,1735233,1735233014,23080017,Mash’al,Машъал,Машъал
203029840,1735233,1735233022,23080006,Guliston,Гулистон,Гулистон
203175384,1735233,1735233003,23080009,Jayxun,Жайхун,Жайхун
203593370,1735233,1735233020,23080022,Oqqamish,Оққамиш,Оккамиш
203571256,1735233,1735233008,23080036,Yonboshqal’a,Ёнбошқалъа,Ёнбошкала
203590225,1735233,1735233007,23080035,Sho‘raxon,Шўрахон,Шурахон
203585927,1735233,1735233006,23080025,Paxtachi,Пахтачи,Пахтачи
203585903,1735233,1735233033,23080028,Tozabog' yop,Тозабоғ ёп,Тозабог ёп
203581125,1735233,1735233010,23080015,Ko‘na To‘rtko‘l,Кўна Тўрткўл,Куна Турткул
310217854,1735233,1735233047,23080047,Nurata,Нурата,Нурата
203601494,1735233,1735233017,23080024,Paxtaobod,Пахтаобод,Пахтаобод
303694844,1735233,1735233009,23080001,Anhorli,Анҳорли,Анхорли
203596485,1735233,1735233019,23080021,Oqboshli,Оқбошли,Окбошли
203581133,1735233,1735233028,23080014,Qumbaskan,Қумбаскан,Кумбаскан
203594662,1735233,1735233037,23080033,Ullubog',Уллубоғ,Уллубог
203605021,1735233,1735233024,23080013,Ko‘kcha,Кўкча,Кукча
203581140,1735233,1735233012,23080012,Kaltaminor,Калтаминор,Калтаминор
203577137,1735233,1735233018,23080023,Otayurt,Отаюрт,Отаюрт
203577120,1735233,1735233011,23080002,Atauba,Атауба,Атауба
202780281,1735236,1735236018,23090003,Bunyodkor,Бунёдкор,Бунёдкор
202780210,1735236,1735236008,23090002,Bayterek,Байтерек,Байтерек
202831329,1735236,1735236009,23090007,Juzimzar,Жузимзар,Жузимзар
202780194,1735236,1735236024,23090026,Shag'alakol,Шағалакол,Шагалакол
202780203,1735236,1735236016,23090022,Suyenli,Суенли,Суенли
202780124,1735236,1735236023,23090019,Parvoz,Парвоз,Парвоз
202780274,1735236,1735236003,23090024,Tutzar,Тутзар,Тутзар
202780148,1735236,1735236014,23090011,Kun nuri,Кун нури,Кун нури
202780155,1735236,1735236011,23090023,Tasko'pir,Таскўпир,Таскупир
202780163,1735236,1735236001,23090018,Obod,Обод,Обод
202780259,1735236,1735236022,23090013,Madaniyat,Маданият,Маданият
202780242,1735236,1735236021,23090014,Murtazabiy,Муртазабий,Муртазабий
202780314,1735236,1735236002,23090017,Nurli jol,Нурли жол,Нурли жол
202780306,1735236,1735236020,23090001,Amudarya,Амударья,Амударья
202780187,1735236,1735236015,23090012,Qirqinshi,Қирқинши,Киркинши
202780298,1735236,1735236012,23090008,Kulab,Кулаб,Кулаб
207151546,1735236,1735236019,23090005,Jan Qo'ng'irot,Жан Қўнғирот,Жан Кунгирот
202780266,1735236,1735236026,23090006,Jana jap,Жана жап,Жана жап
202780227,1735236,1735236004,23090016,Navroʻz,Наврўз,Навруз
310198563,1735236,1735236028,23090028,Bag'man,Бағман,Багман
207168627,1735236,1735236006,23090015,Mustaqillik,Мустақиллик,Мустакиллик
202780076,1735236,1735236017,23090009,Qumbiz,Қумбиз,Кумбиз
202780170,1735236,1735236010,23090025,Tinishliq,Тинишлиқ,Тинишлик
202518486,1735236,1735236025,23090004,Jayxun,Жайхун,Жайхун
207075173,1735236,1735236005,23090010,Qumjiqqin,Қумжиққин,Кумжиккин
202780234,1735236,1735236013,23090021,Sarichungil,Саричунгил,Саричунгил
202780084,1735236,1735236007,23090020,Samanko‘l,Саманкўл,Саманкул
310198319,1735236,1735236027,23090027,Sabik,Сабик,Сабик
202665202,1735240,1735240017,23100001,Abat Makan,Абат Макан,Абат Макан
203712775,1735240,1735240009,23100021,Temir jol guzari,Темир жол гузари,Темир жол гузари
202665258,1735240,1735240006,23100009,Qara ko'l,Қара кўл,Кара кул
202665226,1735240,1735240022,23100022,Shaxtemir,Шахтемир,Шахтемир
308834206,1735240,1735240010,23100005,Gulistan,Гулистан,Гулистан
202665194,1735240,1735240012,23100004,Gujimli,Гужимли,Гужимли
202665265,1735240,1735240018,23100003,Berdax,Бердах,Бердах
203712783,1735240,1735240007,23100012,Ko'nshi,Кўнши,Кунши
202665234,1735240,1735240020,23100007,Jipek joli,Жипек жолы,Жипек жолы
201011984,1735240,1735240005,23100018,Tag'jap,Тағжап,Тагжап
201011960,1735240,1735240014,23100015,Mayjap,Майжап,Майжап
205901705,1735240,1735240015,23100017,Pashent-tau,Пашент-тау,Пашент-тау
203712768,1735240,1735240021,23100016,Orjap,Оржап,Оржап
206922805,1735240,1735240016,23100008,Kamis arik,Камыс арык,Камыс арык
