tin,district_soato,uzcad_code,code,name_uz_latin,name_uz_cyril,name_ru
203443969,1718401,1718401035,14160173,O'rta xo'jasaxat,Ўрта хўжасахат,Урта хужасахат
203936243,1718401,1718401112,14160215,Yangi xayrobod,Янги хайробод,Янги хайробод
203768064,1718401,1718401028,14160153,Sa'diy Sheroziy,Саъдий Шeрозий,Саъди Шeрози
203937012,1718401,1718401072,14160090,Ko'k masjid,Кўк масжид,Кук масжид
203651694,1718401,1718401180,14160193,Humo,Ҳумо,Хумо
202693746,1718401,1718401013,14160067,Zargartepa,Заргартeпа,Заргартeпа
203936235,1718401,1718401100,14160180,Xalifa Ibrohim,Халифа Иброҳим,Халифа Ибрахим
202684836,1718401,1718401169,14160049,Gulbahor,Гулбаҳор,Гулбахор
202950140,1718401,1718401193,14160107,Maqsud Shayxzoda,Мақсуд Шайхзода,Максуд Шайхзoда
202952874,1718401,1718401119,14160010,Saidrizo Alizoda,Саидризо Ализода,Саидризо Ализода
202644513,1718401,1718401011,14160059,Devori Ko'ndalang,Дeвори Кўндаланг,Дeвори Кундаланг
203936322,1718401,1718401101,14160188,Xoja Doniyor,Хожа Дониёр,Хожа Дониёр
202948656,1718401,1718401137,14160084,Qarshi yo'li,Қарши йўли,Карши йули
203936385,1718401,1718401095,14160195,Chaqar,Чақар,Чакар
203450557,1718401,1718401081,14160120,Molyoni poyon,Молёни поён,Молёни поён
203639984,1718401,1718401179,14160190,Xujaqishloq,Хужақишлоқ,Хужакишлок
202643926,1718401,1718401041,14160214,Yangi Hayot,Янги Ҳаёт,Янги Хаёт
202646748,1718401,1718401170,14160099,Lohutiy,Лоҳутий,Лохутий
202708424,1718401,1718401040,14160213,Yangiqoʻrgʻon,Янгиқўрғон,Янгикоргoн
202952984,1718401,1718401184,14160023,Abu Rayxon Beruniy,Абу Райхон Беруний,Абу Райхон Беруний
202948782,1718401,1718401202,14160143,Abu Abdullo Rudakiy,Абу Абдулло Рудакий,Абу Абдулло Рудакий
202950085,1718401,1718401204,14160154,Sevali Ota,Севали Ота,Севали Ота
203936797,1718401,1718401094,14160171,Urguti-1,Ургути-1,Ургути-1
203936156,1718401,1718401076,14160095,Qo'shbaqqoli,Қўшбаққоли,Кушбакколи
308529465,1718401,1718401116,14160196,Charmgari,Чармгари,Чармгари
203643704,1718401,1718401080,14160119,Mo‘liyon,Мўлиён,Молиён
203936948,1718401,1718401103,14160181,Xalqobod,Халқобод,Халкобод
202652449,1718401,1718401036,14160182,Hamid Olimjon,Ҳамид Олимжон,Хамид Олимжон
202637189,1718230,1718230052,14110032,Mirkan,Миркан,Миркан
202637419,1718230,1718230054,14110042,Tadbirkor,Тадбиркор,Тадбиркор
202637402,1718230,1718230024,14110013,Do'ng,Дўнг,Дунг
206815011,1718230,1718230009,14110028,Mirzo Nodim,Мирзо Нодим,Мирзо Нодим
202637196,1718230,1718230045,14110059,Yangiobod,Янгиобод,Янгиобод
202637426,1718230,1718230055,14110051,Fay,Фай,Фай
202637362,1718230,1718230059,14110031,Mirzo Ulug‘bek,Мирзо Улуғбек,Мирзо Улугбек
202637133,1718230,1718230056,14110056,Chashma,Чашма,Чашма
202637157,1718230,1718230050,14110019,Istiqlol,Истиқлол,Истиклол
202637085,1718230,1718230039,14110037,Obodon,Ободон,Ободон
207015001,1718230,1718230043,14110043,Taraqqiyot,Тараққиёт,Тараккиёт
206815028,1718230,1718230010,14110029,Mirzo Olim,Мирзо Олим,Мирзо Олим
207015999,1718230,1718230028,14110052,Farovon Yo‘ldoshobod,Фаровон Йўлдошобод,Фаровон юлдошобод
202637140,1718230,1718230001,14110006,Burqut,Бурқут,Буркут
206816231,1718230,1718230058,14110046,Toshko‘prik,Тошкўприк,Тошкоприк
202637354,1718230,1718230053,14110021,Qarnabota,Қарнабота,Карнабота
202637394,1718230,1718230027,14110050,Urg'uch,Урғуч,Ургуч
202637379,1718230,1718230042,14110041,Suluvqo‘rg‘on,Сулувқўрғон,Сулувкоргон
202637172,1718230,1718230030,14110058,Shamsnazar,Шамсназар,Шамсназар
202637308,1718230,1718230025,14110034,Nayman,Найман,Найман
202637046,1718230,1718230004,14110014,Yobu,Ёбу,Ёбу
202637229,1718230,1718230032,14110009,Gulobod,Гулобод,Гулобод
202637039,1718230,1718230014,14110047,Tug‘olon,Туғолон,Туголон
202637386,1718230,1718230048,14110008,Guliston,Гулистон,Гулистон
202637164,1718230,1718230057,14110001,Amir Temur,Амир Темур,Амир Темур
202637204,1718230,1718230026,14110048,Ukrash,Украш,Украш
202637347,1718230,1718230021,14110017,Zarafshon,Зарафшон,Зарафшон
202637061,1718230,1718230013,14110045,Toma,Тома,Тома
206826124,1718230,1718230029,14110057,Chorgusha,Чоргуша,Чоргуша
202637290,1718230,1718230006,14110026,Ko‘rpa,Кўрпа,Корпа
202637101,1718230,1718230031,14110002,Amirobod,Амиробод,Амиробод
202637118,1718230,1718230041,14110040,Saroy,Сарой,Сарой
202637125,1718230,1718230035,14110030,Mirzo Salimiy,Мирзо Салимий,Мирзо Салими
202637212,1718230,1718230018,14110005,Boltali,Болтали,Болтали
202637022,1718230,1718230023,14110020,Qaynarbuloq,Қайнарбулоқ,Кайнарбулок
202637268,1718230,1718230007,14110025,Quvondiq,Қувондиқ,Кувондик
202637275,1718230,1718230034,14110053,Hayit Еlbegi,Ҳайит Элбеги,Хайит Элбеги
202637251,1718230,1718230003,14110011,Goʻroʻgʻli,Гўрўғли,Гуругли
202637315,1718230,1718230016,14110055,Hunarmand,Ҳунарманд,Хунарманд
202637244,1718230,1718230020,14110016,Jona,Жона,Жона
202637323,1718230,1718230011,14110039,Sardoba,Сардоба,Сардоба
202637236,1718230,1718230047,14110007,Bo‘ston,Бўстон,Бостон
207133267,1718230,1718230033,14110023,Qirguli,Қиргули,Киргули
206815035,1718230,1718230022,14110022,Keshtali,Кештали,Кештали
207016919,1718230,1718230051,14110024,Qoratepa,Қоратепа,Коратепа
202637330,1718230,1718230017,14110003,Bog‘oloni,Боғолони,Боголони
202637078,1718230,1718230040,14110038,Oqtepa,Оқтепа,Октепа
202637014,1718230,1718230019,14110012,Dabusqal'a,Дабусқалъа,Дабускалъа
202637093,1718230,1718230037,14110035,Mojor,Можор,Можор
207015714,1718230,1718230008,14110027,Qushxovuz,Қушховуз,Кушховуз
207008698,1718230,1718230049,14110015,Jahonobod,Жаҳонобод,Жахонобод
205186069,1718215,1718215046,14050001,Alijon,Алижон,Алижон
202724294,1718215,1718215018,14050002,Alisher Navoiy,Алишер Навоий,Алишер Навоий
202734091,1718215,1718215020,14050006,Bog‘ot,Боғот,Богот
202706624,1718215,1718215017,14050061,Charog‘on,Чароғон,Чарогон
202702772,1718215,1718215024,14050042,Mullotog‘ay,Муллотоғай,Муллотогай
202702725,1718215,1718215031,14050004,Balandchordara,Баландчордара,Баландчордара
202702915,1718215,1718215041,14050033,Qushbegi,Қушбеги,Кушбеги
202702962,1718215,1718215068,14050003,Andoqsoy,Андоқсой,Андоксай
202734076,1718215,1718215038,14050005,Balandravot,Баландравот,Баландравот
202702796,1718215,1718215003,14050024,Kattaming,Каттаминг,Каттаминг
202713839,1718215,1718215032,14050021,Zarqo'rg'on,Зарқўрғон,Заркургон
202702923,1718215,1718215052,14050029,Qorakoʻlcha,Қоракўлча,Коракулча
202706656,1718215,1718215059,14050047,Nisbat,Нисбат,Нисбат
202702740,1718215,1718215004,14050043,Muminxoja,Муминхўжа,Муминхожа
202733988,1718215,1718215034,14050050,Olmazor,Олмазор,Олмазор
202698422,1718215,1718215035,14050023,Kattakoʻrpa,Каттакўрпа,Каттакурпа
202702804,1718215,1718215014,14050056,Tavaron,Таварон,Таварон
202734084,1718215,1718215042,14050058,Uyshun,Уйшун,Уйшун
202762636,1718215,1718215028,14050057,Tarnov,Тарнов,Тарнов
202706671,1718215,1718215060,14050060,Chigʻatoy,Чиғатой,Чигатой
202734131,1718215,1718215049,14050054,Saroyqo‘rg‘on,Саройқўрғон,Саройкоргон
202698478,1718215,1718215047,14050051,Omonboy ko‘prik,Омонбой кўприк,Омонбой коприк
202702954,1718215,1718215050,14050065,Yangiqiyot,Янгиқиёт,Янгикиёт
202702829,1718215,1718215013,14050026,Qirg‘iz,Қирғиз,Киргиз
202730984,1718215,1718215030,14050025,Qiyot,Қиёт,Киёт
202734013,1718215,1718215066,14050009,Burgansoy,Бургансой,Бургансой
202702908,1718215,1718215054,14050052,Omonkalhat,Омонкалхат,Омонкалхат
202706664,1718215,1718215057,14050020,Jumaboy,Жумабой,Жумабой
202702947,1718215,1718215048,14050012,Go‘zal,Гўзал,Гозал
202702930,1718215,1718215051,14050031,Kumushkent,Кумушкент,Кумушкент
202706617,1718215,1718215055,14050048,Namozpolvon,Номозполвон,Номозполвон
202734020,1718215,1718215039,14050064,Yakkabog‘,Яккабоғ,Яккабог
202698439,1718215,1718215009,14050035,Qo‘shtepa,Қўштепа,Куштепа
202702883,1718215,1718215007,14050014,Yovi,Ёви,Ёви
202706600,1718215,1718215064,14050016,Yonboshsoy,Ёнбошсой,Ёнбошсой
202702844,1718215,1718215011,14050044,Mundiyon,Мундиён,Мундиён
202702757,1718215,1718215002,14050030,Qumoq,Қумоқ,Кумок
202713854,1718215,1718215062,14050018,Jizmonsoy,Жизмонсой,Жизмонсой
202733995,1718215,1718215029,14050015,Yodgorxoja,Ёдгорхўжа,Ёдгорхожа
202702979,1718215,1718215063,14050027,Qoqsoy,Қоқсой,Коксой
202702986,1718215,1718215067,14050055,Sebuston,Себустон,Себустон
202713878,1718215,1718215021,14050037,Madrasa,Мадраса,Мадраса
204387088,1718215,1718215053,14050008,Bunyodkor,Бунёдкор,Бунёдкор
202703011,1718215,1718215022,14050022,Kadan,Кадан,Кадан
202734109,1718215,1718215027,14050062,Chuyanchi,Чуянчи,Чуянчи
202734052,1718215,1718215037,14050053,Polvontepa,Полвонтепа,Полвонтепа
202702836,1718215,1718215012,14050019,Jonkel,Жонкел,Жонкел
202734069,1718215,1718215036,14050028,Qoradaryo,Қорадарё,Корадарё
202734005,1718215,1718215025,14050041,Mullakurpa,Муллакурпа,Муллакурпа
202702764,1718215,1718215001,14050011,Valijon,Валижон,Валижон
202703004,1718215,1718215061,14050040,Moybuloq,Мойбулоқ,Мойбулок
202702789,1718215,1718215023,14050068,Yangiravot,Янгиравот,Янгиравот
202734116,1718215,1718215019,14050039,Mirzo Ulug‘bek,Мирзо Улуғбек,Мирзо Улугбек
202730976,1718215,1718215026,14050017,Javlon,Жавлон,Жавлон
202702875,1718215,1718215005,14050046,Nayman,Найман,Найман
202702890,1718215,1718215006,14050010,Vayrot,Вайрот,Вайрот
202762644,1718215,1718215044,14050066,Yangiqo‘rg‘oncha,Янгиқўрғонча,Янгикоргонча
202758924,1718215,1718215010,14050067,Yangiobod,Янгиобод,Янгиобод
202734037,1718215,1718215043,14050063,Shurak,Шурак,Шурак
202762572,1718215,1718215015,14050007,Boltabek,Болтабек,Болтабек
202702868,1718215,1718215008,14050059,Fayzikent,Файзикент,Файзикент
202706592,1718215,1718215056,14050032,Kumushqirg`oq,Кумушқирғоқ,Кумушкиргок
202706649,1718215,1718215058,14050049,Oyjon,Ойжон,Ойжон
202724334,1718215,1718215069,14050036,Qo`shhovuz,Қўшҳовуз,Кушховуз
202734044,1718215,1718215045,14050038,Melixo`ja,Мелихўжа,Мелихужа
202702994,1718215,1718215065,14050034,Qo`shqo`ton,Қўшқўтон,Кушкутон
202706584,1718215,1718215016,14050013,Do‘stlik,Дўстлик,Дустлик
204384234,1718215,1718215040,14050069,Yangihayot,Янгиҳаёт,Янгихаёт
202702733,1718215,1718215033,14050045,Navbahor,Навбаҳор,Навбахор
202956171,1718224,1718224017,14090041,Oqtosh,Оқтош,Октош
202052664,1718224,1718224056,14090010,Bunyodkor,Бунёдкор,Бунёдкор
202893061,1718224,1718224039,14090019,Do‘stlarobod,Дўстларобод,Дустларобод
202892284,1718224,1718224031,14090012,G`allakor,Ғаллакор,Галлакор
202866498,1718224,1718224032,14090001,Aliobod,Алиобод,Алиобод
203313464,1718224,1718224011,14090009,Boshcho`rosh,Бошчўрош,Бошчурош
202052640,1718224,1718224040,14090011,Burqut,Бурқут,Буркут
202052689,1718224,1718224053,14090031,Qumchuq,Қумчуқ,Кумчук
202884151,1718224,1718224004,14090054,Farovon,Фаровон,Фаровон
202866434,1718224,1718224058,14090038,Navro`z,Наврўз,Навруз
202898213,1718224,1718224062,14090056,Fitrat,Фитрат,Фитрат
202866474,1718224,1718224055,14090013,G'oyib ota,Ғойиб ота,Гойиб ота
202052657,1718224,1718224052,14090049,Toshxovuz,Тошховуз,Тошховуз
206984998,1718224,1718224022,14090028,Qirqovul,Қирқовул,Кирковул
202052633,1718224,1718224036,14090029,Ko`ktepa,Кўктепа,Куктепа
202892253,1718224,1718224021,14090017,Darvishiq,Дарвишиқ,Дарвишик
202960889,1718224,1718224024,14090015,Gulzor,Гулзор,Гулзор
202573713,1718224,1718224002,14090014,Go`zal,Гўзал,Гузал
202884144,1718224,1718224020,14090021,Javsharota,Жавшарота,Жавшарота
202866459,1718224,1718224046,14090024,Zarafshon,Зарафшон,Зарафшон
202844937,1718224,1718224035,14090035,Mirzo Ulug‘bek,Мирзо Улуғбек,Мирзо Улугбек
202893022,1718224,1718224047,14090050,To`polos,Тўполос,Туполос
207040874,1718224,1718224044,14090045,Sorisuv,Сорисув,Сорисув
202892238,1718224,1718224005,14090055,Fidokor,Фидокор,Фидокор
202892221,1718224,1718224007,14090005,Baxrin,Бахрин,Бахрин
202893046,1718224,1718224063,14090052,O‘zbekiston,Ўзбекистон,Узбекистон
202884168,1718224,1718224025,14090065,Yangiobod,Янгиобод,Янгиобод
202893078,1718224,1718224037,14090037,Navbahor,Навбахор,Навбахор
202893093,1718224,1718224051,14090025,Ilg`or,Илғор,Илгор
202052618,1718224,1718224043,14090040,Oqqo'rg'on,Оққўрғон,Оккургон
202879727,1718224,1718224001,14090002,Alisher Navoi,Алишер Навоий,Алишер Навоий
202896896,1718224,1718224026,14090033,Madaniyat,Маданият,Маданият
202893014,1718224,1718224050,14090063,Ernazarqorg'on,Эрназарқорғон,Эрназаркоргон
206691438,1718224,1718224013,14090006,Beshqo`rg`on,Бешқўрғон,Бешкургон
202866506,1718224,1718224061,14090053,O`ymovut,Ўймовут,Уймовут
202908301,1718224,1718224023,14090032,Ko`paki,Кўпаки,Купаки
202879710,1718224,1718224018,14090020,Do‘stlik,Дўстлик,Дустлик
202884175,1718224,1718224006,14090007,Birlashuv,Бирлашув,Бирлашув
202884136,1718224,1718224003,14090036,Mustaqillik,Мустақиллик,Мустакиллик
202893054,1718224,1718224060,14090044,Sarbosor,Сарбозор,Сарбозор
202879703,1718224,1718224014,14090022,Juvozxona,Жувозхона,Жувозхона
202866466,1718224,1718224064,14090042,Olmazor,Олмазор,Олмазор
202892245,1718224,1718224010,14090058,Xosa,Хоса,Хоса
303218738,1718224,1718224019,14090046,Taraqqiyot,Тараққиёт,Тараккиёт
202866442,1718224,1718224041,14090059,Xo`ja Ismoil,Хўжа Исмоил,Хужа Исмоил
202893007,1718224,1718224065,14090064,Yangi hayot,Янги ҳаёт,Янги хаёт
206671114,1718224,1718224027,14090004,Bahor,Баҳор,Бахор
202844944,1718224,1718224059,14090027,Kattasaydov,Каттасайдов,Каттасайдов
202830242,1718224,1718224054,14090060,Xo`jaobod,Хўжаобод,Хужаобод
202925527,1718224,1718224009,14090008,Boshqo`rg`on,Бошқўрғон,Бошкургон
206985008,1718224,1718224016,14090026,Istiqlol,Истиқлол,Истиклол
202893085,1718224,1718224038,14090043,Polvonariq,Полвонариқ,Полвонарик
202879663,1718224,1718224008,14090048,Toxirshayx,Тохиршайх,Тохиршайх
202893039,1718224,1718224045,14090061,Choshtepa,Чоштепа,Чоштепа
202893133,1718224,1718224030,14090039,Nakurt,Накурт,Накурт
202900455,1718224,1718224028,14090062,Sho`rtepa,Шўртепа,Шуртепа
202892980,1718224,1718224033,14090051,Turkibola,Туркибола,Туркибола
202052625,1718224,1718224057,14090047,Tomoyrot,Томойрот,Томойрот
202908293,1718224,1718224012,14090016,Guliston,Гулистон,Гулистон
202830266,1718224,1718224042,14090034,Maniobod,Маниобод,Маниобод
202873839,1718224,1718224015,14090018,Dehqonobod,Деҳқанобод,Дехканобод
202328668,1718224,1718224048,14090057,Xalqobod,Халқобод,Халкобод
202892997,1718224,1718224049,14090023,Bobur,Бобур,Бобур
202052672,1718224,1718224034,14090003,Ahmad Yassaviy,Аҳмад Яссавий,Ахмад Яссавий
202893125,1718224,1718224029,14090030,Ko`lto`sin,Кўлтўсин,Култусин
202835590,1718218,1718218022,14060034,Ravot Olchin,Равот Олчин,Равот Олчин
202866363,1718218,1718218047,14060022,Mang`it,Манғит,Мангит
202830131,1718218,1718218019,14060006,Beklar,Беклар,Беклар
202830084,1718218,1718218020,14060007,Birlіk,Бирлик,Бирлик
202830020,1718218,1718218017,14060047,Umid,Умид,Умид
202727266,1718218,1718218050,14060027,Narpay,Нарпай,Нарпай
203166237,1718218,1718218002,14060012,Do‘stlik,Дўстлик,Дустлик
202829993,1718218,1718218055,14060042,Totkent,Тоткент,Тоткент
202892198,1718218,1718218051,14060028,Nog‘araxona,Ноғарахона,Ногарахона
202830116,1718218,1718218028,14060054,Charxin,Чархин,Чархин
202830124,1718218,1718218042,14060004,Barkamol,Баркамол,Баркамол
202837715,1718218,1718218044,14060008,Bolg‘ali,Болғали,Болгали
202842361,1718218,1718218054,14060038,Tepa,Тепа,Тепа
202866348,1718218,1718218032,14060010,Guliston,Гулистон,Гулистон
202941864,1718218,1718218009,14060026,Navruz,Навруз,Навруз
202842378,1718218,1718218049,14060025,Mushkent,Мушкент,Мушкент
202835575,1718218,1718218001,14060011,Dedan,Дедан,Дедан
202830044,1718218,1718218010,14060029,Nugay,Нугай,Нугай
207327776,1718218,1718218031,14060009,Bo‘ston,Бўстон,Бостон
202830005,1718218,1718218014,14060041,Tortuvli,Тортувли,Тортувли
202727274,1718218,1718218057,14060053,Chaykal,Чайкал,Чайкал
202896864,1718218,1718218012,14060035,Salovat,Саловат,Саловат
202754241,1718218,1718218035,14060031,Oq-oltin,Оқ-олтин,Ок-олтин
203660121,1718218,1718218030,14060002,Amir Temur,Амир Темур,Амир Темур
202728368,1718218,1718218036,14060040,Tinchlik,Тинчлик,Тинчлик
202835583,1718218,1718218013,14060036,Sarbozor,Сарбозор,Сарбозор
202496262,1718218,1718218046,14060016,Islom Shoir,Ислом Шоир,Ислом Шоир
202830148,1718218,1718218023,14060037,Sohibkor,Сохибкор,Сохибкор
202830155,1718218,1718218003,14060014,Iymon,Иймон,Иймон
202866331,1718218,1718218039,14060057,Yangiobod,Янгиобод,Янгиобод
202844920,1718218,1718218029,14060055,Chorbog‘,Чорбоғ,Чорбог
202839657,1718218,1718218004,14060015,Ipak yo‘li,Ипак йўли,Ипакёли
202703050,1718218,1718218033,14060017,Islomobod,Исломобод,Исломобод
203053250,1718218,1718218021,14060030,Obi hayot,Оби ҳаёт,Оби xаёт
202719576,1718218,1718218056,14060050,Xalqabod,Халқабод,Халкабод
202866355,1718218,1718218052,14060032,Oqtosh,Оқтош,Октош
202837708,1718218,1718218024,14060039,Tepaqo‘rg‘on,Тепақўрғон,Тепакургон
202892206,1718218,1718218015,14060044,Turon,Турон,Турон
202830069,1718218,1718218034,14060021,Ko'k-ota,Кўк-ота,Кук-ота
202941871,1718218,1718218008,14060024,Mustaqillik,Мустақиллик,Мустакиллик
202837723,1718218,1718218007,14060020,Qozikent,Қозикент,Козикент
202868320,1718218,1718218011,14060033,Oltio'g'il,Олтиўғил,Олтиугил
202830037,1718218,1718218018,14060056,Yangi ariq,Янги ариқ,Янги арик
202830013,1718218,1718218006,14060019,Qoziyoqli,Қозиёқли,Козиёкли
202815505,1718218,1718218025,14060049,Haqiqat,Ҳақиқат,Хакикат
202830091,1718218,1718218027,14060051,Xo'jakorzon,Хўжакорзон,Хужакорзон
202727259,1718218,1718218026,14060046,O‘zbekkenti,Ўзбеккенти,Узбеккенти
202728375,1718218,1718218041,14060003,Ahillik,Аҳиллик,Ахиллик
202830163,1718218,1718218005,14060018,Istiqlol,Истиқлол,Истиклол
202884129,1718218,1718218016,14060045,O‘zbekiston,Ўзбекистон,Узбекистон
203053243,1718218,1718218048,14060023,Muqimiy,Муқимий,Мукимий
202830109,1718218,1718218038,14060052,Xo‘jaqo‘rg‘on,Хўжақўрғон,Хужакургон
202835568,1718218,1718218037,14060043,Toshko‘prik,Тошкўприк,Тошкоприк
202829677,1718206,1718206046,14010015,Zarafshon,Зарафшон,Зарафшон
202829527,1718206,1718206033,14010011,Guliston,Гулистон,Гулистон
202829645,1718206,1718206021,14010023,Kichik kildon,Кичик килдон,Кичик килдон
202829653,1718206,1718206050,14010042,Suluvqo'rg'on,Сулувқўрғон,Сулувкургон
202829749,1718206,1718206038,14010036,Olmazor,Олмазор,Олмазор
204991334,1718206,1718206054,14010048,Chorbog‘,Чорбоғ,Чорбог
202829804,1718206,1718206028,14010050,Elobod,Элобод,Элобод
202829559,1718206,1718206039,14010041,Fozil Yo'ldosh,Фозил Йўлдош,Фозил Йулдош
203748524,1718206,1718206019,14010020,Alisher Navoiy,Алишер Навоий,Алишер Навоий
202829700,1718206,1718206030,14010004,Beshqo‘ton,Бешқўтон,Бешкотон
207069662,1718206,1718206025,14010037,Sayiltepa,Сайилтепа,Сайилтепа
202829542,1718206,1718206016,14010002,Amir Temur,Амир Темур,Амир Темур
202829581,1718206,1718206013,14010033,Nurli yul,Нурли йўл,Нурли юл
202829717,1718206,1718206036,14010027,Mingtepa,Мингтепа,Мингтепа
303062958,1718206,1718206035,14010025,Lalmikor,Лалмикор,Лалмикор
202829811,1718206,1718206029,14010052,Esonturdi,Эсонтурди,Эсонтурди
207097082,1718206,1718206045,14010012,Gulobod,Гулобод,Гулобод
202829660,1718206,1718206052,14010045,Xo'jabachcha,Хўжабачча,Хужабачча
202829756,1718206,1718206012,14010047,Changal 1,Чангал 1,Чангал 1
202829614,1718206,1718206020,14010021,Kildon,Килдон,Килдон
206490972,1718206,1718206031,14010005,Bog‘bon,Боғбон,Богбон
204743816,1718206,1718206047,14010024,Qo‘ng‘irot,Қўнғирот,Конгирот
202829764,1718206,1718206011,14010044,O‘roqli,Ўроқли,Урокли
206194905,1718206,1718206042,14010054,Yangiariq,Янгиариқ,Янгиарик
202829771,1718206,1718206009,14010032,Niyozmat,Ниёзмат,Ниёзмат
202829574,1718206,1718206014,14010051,Erganakli,Эрганакли,Эрганакли
202829534,1718206,1718206006,14010017,Istiqlol,Истиқлол,Истиклол
202829724,1718206,1718206041,14010019,Kattaqishloq,Каттақишлоқ,Каттакишлок
202829835,1718206,1718206022,14010022,Qirqshodi,Қирқшоди,Киркшоди
202829470,1718206,1718206002,14010007,Bulung‘ur,Булунғур,Булунгур
202829788,1718206,1718206008,14010031,Neboʻsa,Небўса,Небуса
202829732,1718206,1718206032,14010009,G‘o‘bdin,Ғўбдин,Губдин
202829503,1718206,1718206051,14010043,Ulug‘bek,Улуғбек,Улугбек
202829598,1718206,1718206007,14010028,Mingchinor,Мингчинор,Мингчинор
202829795,1718206,1718206017,14010013,Dehqonobod,Деҳқонобод,Дехконобод
202829510,1718206,1718206049,14010038,Samarqand,Самарқанд,Самарканд
202829843,1718206,1718206018,14010018,Kaptarxona,Каптархона,Каптархона
202829606,1718206,1718206010,14010035,Oqto‘sh,Оқтош,Октош
202829494,1718206,1718206037,14010030,Navbahor,Навбахор,Навбахор
202829638,1718206,1718206053,14010046,Xo‘jamazgil,Хўжамазгил,Хужамазгил
202829828,1718206,1718206027,14010040,Sahovat,Саховат,Саховат
207136928,1718206,1718206015,14010055,Yangiqo'rg'on,Янгиқўрғон,Янгикургон
202829463,1718206,1718206023,14010026,Mehrjon,Мехржон,Мехржон
202829684,1718206,1718206048,14010034,Oqtepa,Оқтепа,Октепа
206125554,1718206,1718206004,14010010,Gulzor,Гулзор,Гулзор
202829692,1718206,1718206040,14010053,Yangiobod,Янгиобод,Янгиобод
206103257,1718206,1718206003,14010008,Bulung‘ur ariq,Булунғур ариқ,Булунгур арик
206985331,1718206,1718206044,14010003,Beshkubi,Бешкуби,Бешкуби
202829621,1718206,1718206055,14010049,Choʻyantepa,Чўянтепа,Чуянтепа
202723944,1718406,1718406025,14150032,Usmon Nosir,Усмон Носир,Усмон Носир
202724112,1718406,1718406011,14150004,Baland chordara,Баланд чордара,Баландч ордара
207302468,1718406,1718406036,14150006,Vatanparvar,Ватанпарвар,Ватанпарвар
202724064,1718406,1718406016,14150025,Noqis,Ноқис,Нокис
202724262,1718406,1718406003,14150031,O‘rikzor,Ўрикзор,Урикзор
202723984,1718406,1718406035,14150036,Yakkabog‘,Яккабоғ,Яккабог
202724254,1718406,1718406001,14150034,Chinobod,Чинобод,Чинобод
202724001,1718406,1718406023,14150016,Islom Shoir,Ислом Шоир,Ислом Шоир
202724096,1718406,1718406013,14150023,Miyonkol,Миёнкол,Миёнкол
202724183,1718406,1718406034,14150022,Mehrjon,Меҳржон,Мехржон
202724040,1718406,1718406008,14150007,G‘arb machit,Ғарб мачит,Гарб мачит
202724215,1718406,1718406015,14150018,Qoriravot,Қориравот,Кориравот
202724072,1718406,1718406004,14150011,Ermachit,Ермачит,Эрмачит
202724286,1718406,1718406032,14150014,Ziyolilar,Зиёлилар,Зиёлилар
202724279,1718406,1718406005,14150009,Damariq,Дамариқ,Дамарик
202724247,1718406,1718406006,14150024,Navbahor,Навбахор,Навбахор
202723991,1718406,1718406021,14150001,Abdullo Qahhor,Абдулло Қаҳҳор,Абдулло Каххор
202723937,1718406,1718406024,14150027,Nurobod,Нуробод,Нуробод
202724129,1718406,1718406010,14150029,Oq oltin,Оқ олтин,Ок олтин
202724033,1718406,1718406009,14150035,Chordara,Чордара,Чордара
202723952,1718406,1718406022,14150017,Kattaqo‘rg‘on,Каттақўрғон,Каттакургон
202724025,1718406,1718406026,14150003,Amir Temur,Амир Темур,Амир Темур
202724144,1718406,1718406019,14150026,Nurafshon,Нурафшон,Нурафшон
202724175,1718406,1718406018,14150019,Kunjupay,Кунжупай,Кунжупай
202724057,1718406,1718406028,14150013,Zarifobod,Зарифобод,Зарифобод
202724136,1718406,1718406012,14150010,Do‘stlik,Дўстлик,Дустлик
202724018,1718406,1718406027,14150008,Go‘zalkent,Гўзалкент,Гузалкент
202724151,1718406,1718406017,14150005,Bahoriston,Баҳористон,Бахористон
202723969,1718406,1718406002,14150020,Ko‘hnadam,Кўҳнадам,Кухнадам
202724168,1718406,1718406007,14150021,Qo'shhovuz,Қўшҳовуз,Кушховуз
207236827,1718227,1718227017,14100076,Temiryo‘l,Темирйўл,Темирул
202832517,1718227,1718227076,14100091,Xonchorbog‘,Хончорбоғ,Хончорбог
202832611,1718227,1718227078,14100101,Eski juma,Эски жума,Эски жума
202832556,1718227,1718227050,14100094,Charxin,Чархин,Чархин
202832477,1718227,1718227066,14100053,Mehnat,Меҳнат,Мехнат
202762446,1718227,1718227002,14100007,Beklar,Беклар,Беклар
202832406,1718227,1718227034,14100040,Qorag‘uppa,Қорағуппа,Корагуппа
202832714,1718227,1718227031,14100025,Jagalboyli,Жағалбойли,Жагалбойли
203122172,1718227,1718227029,14100008,Beshbola,Бешбола,Бешбола
204882572,1718227,1718227079,14100103,Yangi avlod,Янги авлод,Янги авлод
202832604,1718227,1718227062,14100036,Katta nayman,Катта найман,Катта найман
202702718,1718227,1718227022,14100095,Chimboy,Чимбой,Чимбой
202832754,1718227,1718227044,14100082,Turkman,Туркман,Туркман
202832912,1718227,1718227023,14100097,Sharof Rashidov,Шароф Рашидов,Шароф Рашидов
